Regions,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occitanie,311643,320573,330824,327670,328886,314151,329397,350404,385116,392984,375564,366255,379322,293533,228932,222823,185082,122808,47850,13041,5626858,159554,164651,169561,167932,166452,156294,162899,172668,189715,192497,182710,177190,182281,139779,106172,98172,74066,42030,13931,2624,2721178,152089,155922,161263,159738,162434,157857,166498,177736,195401,200487,192854,189065,197041,153754,122760,124651,111016,80778,33919,10417,2905680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaysdelaLoire,230633,239474,235068,219890,209153,206332,220964,237713,247073,245930,237983,231710,234435,161262,133766,131008,106180,70356,26176,7508,3632614,117498,122240,120019,112921,106554,103593,111109,119244,124280,122253,117255,113683,113120,76438,60504,56256,40827,23575,7016,1392,1769777,113135,117234,115049,106969,102599,102739,109855,118469,122793,123677,120728,118027,121315,84824,73262,74752,65353,46781,19160,6116,1862837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provence-Alpes-Côted'Azur,278982,278659,289022,287699,283597,276007,286401,306032,336949,347830,328126,314952,325359,269498,212567,195276,159035,105495,42147,11943,4935576,142995,142537,148193,147667,143769,136342,139231,149050,162799,167701,157093,149480,154439,126176,97116,84287,62348,35454,11758,2187,2360622,135987,136122,140829,140032,139828,139665,147170,156982,174150,180129,171033,165472,170920,143322,115451,110989,96687,70041,30389,9756,2574954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francemétropolitaine,3879144,3900742,3897176,3780594,3866825,3853596,3956021,4156120,4376737,4403965,4223816,4073530,4034993,2900797,2320263,2213072,1806438,1167613,443489,121040,63375971,1981723,1996076,1996018,1934526,1947585,1904290,1954762,2068671,2172817,2172010,2064877,1972470,1949374,1379675,1057168,935399,689523,379583,120576,22047,30699170,1897421,1904666,1901158,1846068,1919240,1949306,2001259,2087449,2203920,2231955,2158939,2101060,2085619,1521122,1263095,1277673,1116915,788030,322913,98993,32676801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadeloupe,24963,28946,31562,28974,21449,18711,20146,27432,30497,33388,29347,25915,22966,18012,13661,11314,7672,5058,2368,933,403314,12557,14650,16205,14825,10875,8458,8223,11559,13185,15060,13768,11899,10514,8321,6235,4790,2985,1834,844,251,187038,12406,14296,15357,14149,10574,10253,11923,15873,17312,18328,15579,14016,12452,9691,7426,6524,4687,3224,1524,682,216276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinique,22086,24911,27073,25776,21278,18619,18543,24175,29844,32882,30507,26180,22648,18266,14956,12785,8842,5434,2493,1066,388364,11149,12523,13724,13086,10685,8256,7773,10178,13068,14672,14148,12006,10292,8483,6644,5600,3546,1999,745,247,178824,10937,12388,13349,12690,10593,10363,10770,13997,16776,18210,16359,14174,12356,9783,8312,7185,5296,3435,1748,819,209540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyane,27924,28255,25897,20954,17434,17600,18027,17286,15769,13563,11191,8871,6322,4118,2561,1751,1103,660,286,76,239648,14173,14403,13298,10640,8724,8191,8732,8362,8007,6669,5626,4594,3177,2155,1186,782,485,213,90,31,119538,13751,13852,12599,10314,8710,9409,9295,8924,7762,6894,5565,4277,3145,1963,1375,969,618,447,196,45,120110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaRéunion,64446,69646,70943,67101,58103,53114,53609,58064,63907,65346,53475,46197,34214,25504,19439,14333,8838,5106,1909,650,833944,33065,35617,36220,34308,28566,24887,24515,26986,30626,31512,25987,22602,16656,12072,8629,5929,3201,1525,463,138,403504,31381,34029,34723,32793,29537,28227,29094,31078,33281,33834,27488,23595,17558,13432,10810,8404,5637,3581,1446,512,430440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,139419,151758,155475,142805,118264,108044,110325,126957,140017,145179,124520,107163,86150,65900,50617,40183,26455,16258,7056,2725,1865270,70944,77193,79447,72859,58850,49792,49243,57085,64886,67913,59529,51101,40639,31031,22694,17101,10217,5571,2142,667,888904,68475,74565,76028,69946,59414,58252,61082,69872,75131,77266,64991,56062,45511,34869,27923,23082,16238,10687,4914,2058,976366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FrancemétropolitaineetDOM,4018563,4052500,4052651,3923399,3985089,3961640,4066346,4283077,4516754,4549144,4348336,4180693,4121143,2966697,2370880,2253255,1832893,1183871,450545,123765,65241241,2052667,2073269,2075465,2007385,2006435,1954082,2004005,2125756,2237703,2239923,2124406,2023571,1990013,1410706,1079862,952500,699740,385154,122718,22714,31588074,1965896,1979231,1977186,1916014,1978654,2007558,2062341,2157321,2279051,2309221,2223930,2157122,2131130,1555991,1291018,1300755,1133153,798717,327827,101051,33653167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source:Insee-Estimationsdepopulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
