Regions,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total
Occitanie,309038,336732,336822,347666,318701,320227,335455,343489,375199,390939,394475,376617,372868,379420,257841,211356,189383,131546,64966,15695,5808435,157530,172903,172663,177542,162153,158260,164653,169338,184025,192030,193046,181834,179328,179990,120446,94246,78011,47300,18885,3566,2807749,151508,163829,164159,170124,156548,161967,170802,174151,191174,198909,201429,194783,193540,199430,137395,117110,111372,84246,46081,12129,3000686
PaysdelaLoire,218459,246542,247292,234437,200128,204390,222801,228093,251359,247028,243565,234590,230972,229205,137743,126691,111531,75958,37876,8972,3737632,111516,126195,126659,120326,101681,102292,110748,114079,125570,123650,120652,114847,111018,109103,63456,55422,44691,25978,10696,1854,1820433,106943,120347,120633,114111,98447,102098,112053,114014,125789,123378,122913,119743,119954,120102,74287,71269,66840,49980,27180,7118,1917199
Provence-Alpes-Côted'Azur,276194,290310,287900,287635,264750,275774,292266,296912,323330,340989,343606,325400,313933,322892,240062,194000,164120,112309,55296,14250,5021928,141770,148717,147538,147284,134930,136167,141595,143790,157495,164955,165142,155014,147733,150501,110211,85708,67229,39173,15577,2943,2403472,134424,141593,140362,140351,129820,139607,150671,153122,165835,176034,178464,170386,166200,172391,129851,108292,96891,73136,39719,11307,2618456
Francemétropolitaine,3759130,4011185,3967810,3907401,3658412,3827005,3973960,3978842,4311262,4342644,4338795,4131337,3949846,3855200,2461147,2148557,1849914,1253297,600361,142687,64468792,1920279,2051839,2030203,2002347,1850721,1888441,1947501,1962316,2141908,2147039,2129288,1999901,1889264,1829060,1138670,937517,729081,426408,164693,29726,31216202,1838851,1959346,1937607,1905054,1807691,1938564,2026459,2016526,2169354,2195605,2209507,2131436,2060582,2026140,1322477,1211040,1120833,826889,435668,112961,33252590
Guadeloupe,22223,26088,29045,27739,19579,18126,19142,20599,28638,30362,31779,28666,24790,21482,15962,11970,8753,5304,2759,1104,394110,11104,13326,14768,14138,9984,8180,7738,8417,12219,13235,14562,13504,11320,9826,7161,5197,3516,1893,899,337,181324,11119,12762,14277,13601,9595,9946,11404,12182,16419,17127,17217,15162,13470,11656,8801,6773,5237,3411,1860,767,212786
Martinique,18552,22508,24369,23986,18698,17897,17753,18370,25107,29978,33063,29404,25283,21133,16200,13697,10009,6111,3079,1283,376480,9352,11390,12199,12516,9461,8183,7611,7708,10683,13430,14841,13778,11610,9700,7416,5989,4157,2207,948,306,173485,9200,11118,12170,11470,9237,9714,10142,10662,14424,16548,18222,15626,13673,11433,8784,7708,5852,3904,2131,977,202995
Guyane,29112,30302,29116,24895,18147,19197,19564,19290,18015,16070,13147,10830,8268,5492,3332,2043,1269,795,350,118,269352,14730,15387,14687,12606,8901,9053,9140,9487,8830,8240,6599,5481,4208,2775,1678,933,498,299,85,42,133659,14382,14915,14429,12289,9246,10144,10424,9803,9185,7830,6548,5349,4060,2717,1654,1110,771,496,265,76,135693
LaRéunion,62282,68358,71341,67158,53276,51255,51920,55394,59877,64496,62816,51363,43246,31292,21901,17076,10589,5903,2571,810,852924,31240,35106,36624,34153,26711,23646,23611,25233,28024,30741,30974,24790,20783,14934,10007,7192,4017,1931,683,158,410558,31042,33252,34717,33005,26565,27609,28309,30161,31853,33755,31842,26573,22463,16358,11894,9884,6572,3972,1888,652,442366
Mayotte,37863,35371,32224,24073,15542,16057,16495,15999,13433,10810,7025,5694,3957,2711,1532,1078,596,302,112,113,240987,19126,17402,15885,11640,6539,6465,6813,7103,6316,5697,3592,2951,2096,1447,741,514,296,134,54,48,114859,18737,17969,16339,12433,9003,9592,9682,8896,7117,5113,3433,2743,1861,1264,791,564,300,168,58,65,126128
DOM,170032,182627,186095,167851,125242,122532,124874,129652,145070,151716,147830,125957,105544,82110,58927,45864,31216,18415,8871,3428,2133853,85552,92611,94163,85053,61596,55527,54913,57948,66072,71343,70568,60504,50017,38682,27003,19825,12484,6464,2669,891,1013885,84480,90016,91932,82798,63646,67005,69961,71704,78998,80373,77262,65453,55527,43428,31924,26039,18732,11951,6202,2537,1119968
FrancemétropolitaineetDOM,3929162,4193812,4153905,4075252,3783654,3949537,4098834,4108494,4456332,4494360,4486625,4257294,4055390,3937310,2520074,2194421,1881130,1271712,609232,146115,66602645,2005831,2144450,2124366,2087400,1912317,1943968,2002414,2020264,2207980,2218382,2199856,2060405,1939281,1867742,1165673,957342,741565,432872,167362,30617,32230087,1923331,2049362,2029539,1987852,1871337,2005569,2096420,2088230,2248352,2275978,2286769,2196889,2116109,2069568,1354401,1237079,1139565,838840,441870,115498,34372558
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source:Insee-Estimationsdepopulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
