Regions,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occitanie,274701,279056,298409,301658,305325,311800,334910,358359,350636,346351,351136,254306,242538,260300,245456,214775,108003,81313,35089,8730,4962851,140774,142982,153117,153756,153057,155468,165588,177077,172156,171235,172876,123543,116349,122376,110445,90122,42058,26792,9248,1740,2400759,133927,136074,145292,147902,152268,156332,169322,181282,178480,175116,178260,130763,126189,137924,135011,124653,65945,54521,25841,6990,2562092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaysdelaLoire,208618,204066,219070,228357,214323,217691,225128,234818,233327,230165,229106,144558,148704,153265,140754,120914,57912,45525,20021,5357,3281679,106736,104497,111733,116367,109873,110108,113533,117655,116563,115017,114361,70303,70516,70980,61238,49512,21341,13875,4749,784,1599741,101882,99569,107337,111990,104450,107583,111595,117163,116764,115148,114745,74255,78188,82285,79516,71402,36571,31650,15272,4573,1681938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provence-Alpes-Côted'Azur,261605,270312,290509,281780,264295,281151,313959,332400,321975,315671,322487,252449,226862,231880,216231,187389,101735,73201,30632,7856,4584379,133872,138812,149304,143852,132723,137976,152860,160465,155130,153072,156844,122071,108919,107353,94879,76115,38061,22993,7631,1591,2194523,127733,131500,141205,137928,131572,143175,161099,171935,166845,162599,165643,130378,117943,124527,121352,111274,63674,50208,23001,6265,2389856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francemétropolitaine,3660723,3624382,3878880,3898708,3757300,4082121,4248276,4368804,4266628,4192807,4217755,2832651,2675950,2698437,2483354,2105410,1051809,783363,348178,91036,59266572,1877130,1856456,1985604,1982678,1888092,2038854,2116340,2164395,2103931,2070485,2100421,1403941,1287156,1239660,1076271,840287,382304,236052,83226,16523,28749806,1783593,1767926,1893276,1916030,1869208,2043267,2131936,2204409,2162697,2122322,2117334,1428710,1388794,1458777,1407083,1265123,669505,547311,264952,74513,30516766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadeloupe,31067,31664,33111,30128,22750,28759,30668,33023,28926,24555,21655,17413,14716,12768,10486,8394,5479,3141,1444,525,390672,15819,16172,16849,15115,11507,13379,13857,15391,13713,11316,10093,8203,6841,5807,4534,3552,2249,1149,490,128,186164,15248,15492,16262,15013,11243,15380,16811,17632,15213,13239,11562,9210,7875,6961,5952,4842,3230,1992,954,397,204508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinique,26932,29201,32461,28470,21302,26528,30840,33662,29640,25090,21213,17757,16142,14454,12079,9257,5853,3562,1498,601,386542,13565,14664,16433,14414,10547,12313,13998,15498,13954,11457,9799,8347,7473,6639,5287,3860,2320,1162,455,149,182334,13367,14537,16028,14056,10755,14215,16842,18164,15686,13633,11414,9410,8669,7815,6792,5397,3533,2400,1043,452,204208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyane,22579,20175,17539,15430,11384,12789,13903,13160,11288,9100,6997,4673,3095,2174,1618,1239,785,421,192,73,168614,11532,10247,8846,7749,5755,5920,6641,6475,5749,4725,3703,2570,1632,1086,803,515,336,156,72,30,84542,11047,9928,8693,7681,5629,6869,7262,6685,5539,4375,3294,2103,1463,1088,815,724,449,265,120,43,84072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaRéunion,66945,68411,69581,64672,54421,54693,61344,62853,50748,43552,33539,26019,22515,16725,13345,9649,5554,2813,1204,427,729010,34574,34785,35414,32395,26634,26237,29466,30902,24800,21394,16694,12672,10766,7591,5850,3793,1896,880,300,128,357171,32371,33626,34167,32277,27787,28456,31878,31951,25948,22158,16845,13347,11749,9134,7495,5856,3658,1933,904,299,371839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,147523,149451,152692,138700,109857,122769,136755,142698,120602,102297,83404,65862,56468,46121,37528,28539,17671,9937,4338,1626,1674838,75490,75868,77542,69673,54443,57849,63962,68266,58216,48892,40289,31792,26712,21123,16474,11720,6801,3347,1317,435,810211,72033,73583,75150,69027,55414,64920,72793,74432,62386,53405,43115,34070,29756,24998,21054,16819,10870,6590,3021,1191,864627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FrancemétropolitaineetDOM,3808246,3773833,4031572,4037408,3867157,4204890,4385031,4511502,4387230,4295104,4301159,2898513,2732418,2744558,2520882,2133949,1069480,793300,352516,92662,60941410,1952620,1932324,2063146,2052351,1942535,2096703,2180302,2232661,2162147,2119377,2140710,1435733,1313868,1260783,1092745,852007,389105,239399,84543,16958,29560017,1855626,1841509,1968426,1985057,1924622,2108187,2204729,2278841,2225083,2175727,2160449,1462780,1418550,1483775,1428137,1281942,680375,553901,267973,75704,31381393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
