Regions,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occitanie,310435,316990,326265,330419,328313,312417,319503,362413,382866,388611,370992,365066,378215,267792,231151,224400,182873,121213,38998,14534,5573466,159054,162423,167349,169169,167161,155121,158103,178992,188236,190156,180190,177162,182275,127404,106719,98098,72667,41194,11246,3049,2695768,151381,154567,158916,161250,161152,157296,161400,183421,194630,198455,190802,187904,195940,140388,124432,126302,110206,80019,27752,11485,2877698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaysdelaLoire,231124,236406,230415,220197,210590,208514,216584,243330,244125,244238,235790,230393,231958,142784,138761,130756,105156,70063,21700,8229,3601113,117977,120776,117508,113314,107101,104418,109164,122043,122599,121470,116551,112765,112294,67066,62757,56065,39800,23086,5910,1490,1754154,113147,115630,112907,106883,103489,104096,107420,121287,121526,122768,119239,117628,119664,75718,76004,74691,65356,46977,15790,6739,1846959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provence-Alpes-Côted'Azur,277954,276552,288792,292272,284150,276160,280426,315495,338382,345739,324996,314280,327972,251229,212593,197004,158099,104142,36561,13271,4916069,141830,141669,147785,149958,144383,136388,136496,153840,163605,166161,155873,149322,155063,118259,96971,84846,61486,34376,10039,2363,2350713,136124,134883,141007,142314,139767,139772,143930,161655,174777,179578,169123,164958,172909,132970,115622,112158,96613,69766,26522,10908,2565356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francemétropolitaine,3881587,3872227,3855290,3831304,3896019,3872433,3878777,4284634,4357104,4384280,4200453,4066201,4022812,2619791,2379320,2229365,1783971,1154205,368722,131849,63070344,1985447,1981119,1974699,1960401,1962048,1913062,1921780,2134921,2161089,2158791,2052928,1972078,1948349,1245190,1078182,936002,673115,371494,98765,24168,30553628,1896140,1891108,1880591,1870903,1933971,1959371,1956997,2149713,2196015,2225489,2147525,2094123,2074463,1374601,1301138,1293363,1110856,782711,269957,107681,32516716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadeloupe,25947,29406,31854,29340,21620,19294,20575,28970,31328,32789,28894,24849,22339,17305,13589,11039,7419,4987,2187,904,404635,13083,15010,16279,15029,10858,8532,8377,12293,13639,14946,13613,11430,10230,7884,6122,4701,2876,1915,708,257,187782,12864,14396,15575,14311,10762,10762,12198,16677,17689,17843,15281,13419,12109,9421,7467,6338,4543,3072,1479,647,216853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinique,23000,25493,27246,26574,22419,18993,19148,25780,30634,33267,29779,25618,21981,17596,15091,12295,8698,5351,2265,1063,392291,11742,12668,13934,13436,10938,8499,7940,10919,13459,14906,13828,11649,10162,8141,6775,5282,3555,1930,680,233,180676,11258,12825,13312,13138,11481,10494,11208,14861,17175,18361,15951,13969,11819,9455,8316,7013,5143,3421,1585,830,211615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyane,28750,28347,25760,21206,16647,17370,17653,16724,15571,13509,11229,8580,6147,3638,2555,1739,1114,641,262,107,237549,14803,14380,13270,10761,8073,7698,8384,7952,7787,6677,5744,4422,3119,1874,1177,768,487,209,103,44,117732,13947,13967,12490,10445,8574,9672,9269,8772,7784,6832,5485,4158,3028,1764,1378,971,627,432,159,63,119817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaRéunion,65858,70384,69794,68903,57877,53472,54598,59385,64799,63806,51080,43950,32782,23902,19163,13205,8545,4828,1653,597,828581,33677,36105,35784,34998,28491,24792,25028,27832,30948,31080,24809,21465,16062,11303,8359,5344,3069,1472,390,131,401139,32181,34279,34010,33905,29386,28680,29570,31553,33851,32726,26271,22485,16720,12599,10804,7861,5476,3356,1263,466,427442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,143555,153630,154654,146023,118563,109129,111974,130859,142332,143371,120982,102997,83249,62441,50398,38278,25776,15807,6367,2671,1863056,73305,78163,79267,74224,58360,49521,49729,58996,65833,67609,57994,48966,39573,29202,22433,16095,9987,5526,1881,665,887329,70250,75467,75387,71799,60203,59608,62245,71863,76499,75762,62988,54031,43676,33239,27965,22183,15789,10281,4486,2006,975727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FrancemétropolitaineetDOM,4025142,4025857,4009944,3977327,4014582,3981562,3990751,4415493,4499436,4527651,4321435,4169198,4106061,2682232,2429718,2267643,1809747,1170012,375089,134520,64933400,2058752,2059282,2053966,2034625,2020408,1962583,1971509,2193917,2226922,2226400,2110922,2021044,1987922,1274392,1100615,952097,683102,377020,100646,24833,31440957,1966390,1966575,1955978,1942702,1994174,2018979,2019242,2221576,2272514,2301251,2210513,2148154,2118139,1407840,1329103,1315546,1126645,792992,274443,109687,33492443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source:Insee-Estimationsdepopulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
