Regions,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occitanie,290699,290503,305525,316568,315540,296927,341440,363507,367704,355252,357470,325493,249520,253160,252525,216971,161884,60256,37628,8980,5167552,148738,148949,156264,161300,157428,148344,168761,179211,180657,173798,175635,158075,120244,119398,114681,91287,61970,19523,9918,1595,2495776,141961,141554,149261,155268,158112,148583,172679,184296,187047,181454,181835,167418,129276,133762,137844,125684,99914,40733,27710,7385,2671776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaysdelaLoire,218942,212073,215276,225922,220081,203158,232715,236139,238989,232562,232572,197590,142697,151327,144542,124139,89936,33282,22242,5600,3379784,112184,108187,110054,115217,111671,103263,117260,118583,119013,116075,115272,97251,68071,70026,63502,51222,33415,10235,5436,902,1646839,106758,103886,105222,110705,108410,99895,115455,117556,119976,116487,117300,100339,74626,81301,81040,72917,56521,23047,16806,4698,1732945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provence-Alpes-Côted'Azur,269230,271133,292193,295025,279116,260223,312486,335352,333753,322106,320635,302585,240710,227892,222731,189665,143974,57787,34179,8357,4719132,137739,139165,150481,151114,139218,128264,151617,161692,160288,154935,155328,145028,115389,106113,98678,77967,53512,18005,8530,1728,2254791,131491,131968,141712,143911,139898,131959,160869,173660,173465,167171,165307,157557,125321,121779,124053,111698,90462,39782,25649,6629,2464341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francemétropolitaine,3758421,3663464,3800935,3959519,3899596,3745298,4319829,4361070,4343198,4212625,4203248,3675568,2641578,2618779,2533817,2139529,1562558,586544,379351,100494,60505421,1923676,1878778,1947694,2015428,1948814,1866840,2154109,2163917,2141310,2066588,2070546,1814027,1281324,1213147,1107161,860807,568422,178065,93451,18568,29312672,1834745,1784686,1853241,1944091,1950782,1878458,2165720,2197153,2201888,2146037,2132702,1861541,1360254,1405632,1426656,1278722,994136,408479,285900,81926,31192749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadeloupe,30199,31134,33758,29219,23015,22491,29528,32566,32317,26840,23852,20368,15616,13688,10998,8895,6242,3423,2094,749,396992,15395,15881,17211,14997,11311,10242,13096,14612,15104,12399,10913,9616,7178,6311,4845,3634,2499,1304,823,232,187603,14804,15253,16547,14222,11704,12249,16432,17954,17213,14441,12939,10752,8438,7377,6153,5261,3743,2119,1271,517,209389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinique,27003,27415,31591,30052,22656,20866,28532,32744,32939,27838,24021,20690,16417,15743,12739,9946,6510,3490,1942,718,393852,13494,13910,15870,15153,11222,9631,12593,14595,15254,12858,11006,9630,7709,7278,5570,4137,2451,1185,575,182,184303,13509,13505,15721,14899,11434,11235,15939,18149,17685,14980,13015,11060,8708,8465,7169,5809,4059,2305,1367,536,209549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyane,25982,22512,20715,17465,14104,13301,15257,14640,13007,10530,8399,6086,3600,2535,1816,1305,937,540,314,122,193167,13199,11439,10350,8852,6710,6511,6965,7252,6546,5370,4390,3291,1902,1286,891,564,396,219,129,38,96300,12783,11073,10365,8613,7394,6790,8292,7388,6461,5160,4009,2795,1698,1249,925,741,541,321,185,84,96867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaRéunion,68679,66660,72019,67231,54777,51804,57669,65767,58303,47794,39967,30268,23904,19952,14092,10486,6962,3035,1591,670,761630,35441,34068,36324,33924,26633,24399,27327,31775,28365,23170,19557,14903,11462,9125,6202,4252,2470,925,538,195,371055,33238,32592,35695,33307,28144,27405,30342,33992,29938,24624,20410,15365,12442,10827,7890,6234,4492,2110,1053,475,390575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,151863,147721,158083,143967,114552,108462,130986,145717,136566,113002,96239,77412,59537,51918,39645,30632,20651,10488,5941,2259,1745641,77529,75298,79755,72926,55876,50783,59981,68234,65269,53797,45866,37440,28251,24000,17508,12587,7816,3633,2065,647,839261,74334,72423,78328,71041,58676,57679,71005,77483,71297,59205,50373,39972,31286,27918,22137,18045,12835,6855,3876,1612,906380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FrancemétropolitaineetDOM,3910284,3811185,3959018,4103486,4014148,3853760,4450815,4506787,4479764,4325627,4299487,3752980,2701115,2670697,2573462,2170161,1583209,597032,385292,102753,62251062,2001205,1954076,2027449,2088354,2004690,1917623,2214090,2232151,2206579,2120385,2116412,1851467,1309575,1237147,1124669,873394,576238,181698,95516,19215,30151933,1909079,1857109,1931569,2015132,2009458,1936137,2236725,2274636,2273185,2205242,2183075,1901513,1391540,1433550,1448793,1296767,1006971,415334,289776,83538,32099129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source:Insee-Estimationsdepopulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
