Regions,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total
PaysdelaLoire,228826,243683,244067,224428,204420,205100,225941,226041,255293,244521,241643,231781,232888,196308,132905,130639,108554,73146,33864,6785,3690833,117158,124733,124669,114226,105018,102267,113228,113222,128332,122095,119232,113724,111860,93468,60827,56487,42412,24938,9456,1235,1798587,111668,118950,119398,110202,99402,102833,112713,112819,126961,122426,122411,118057,121028,102840,72078,74152,66142,48208,24408,5550,1892246
Provence-Alpes-Côted'Azur,278784,284093,288879,285409,274433,275331,292448,291054,337765,346948,336959,320085,318457,299876,225906,193687,163539,107245,51571,10969,4983438,143291,145564,147765,146349,139057,135959,142467,141920,164023,166946,162530,152322,150228,140346,104268,84646,65291,36795,14380,2110,2386257,135493,138529,141114,139060,135376,139372,149981,149134,173742,180002,174429,167763,168229,159530,121638,109041,98248,70450,37191,8859,2597181
Francemétropolitaine,3852925,3961915,3963636,3810232,3772257,3845963,4015154,3951845,4445179,4380970,4288197,4091976,3998555,3407367,2348789,2185347,1846527,1201183,549922,110019,64027958,1970658,2026401,2029982,1950308,1906022,1898664,1976231,1962683,2211586,2161844,2101353,1981594,1920283,1620546,1082734,938610,715421,399700,149673,20631,31024924,1882267,1935514,1933654,1859924,1866235,1947299,2038923,1989162,2233593,2219126,2186844,2110382,2078272,1786821,1266055,1246737,1131106,801483,400249,89388,33003034
Guadeloupe,23647,27983,30806,28344,20542,17976,20030,23806,29889,31876,31300,27031,24037,20016,14507,11766,7911,5276,2419,1024,400186,12023,14203,15712,14356,10405,8060,8171,9842,12839,14212,14604,12465,10886,9176,6467,5161,3085,1911,780,314,184672,11624,13780,15094,13988,10137,9916,11859,13964,17050,17664,16696,14566,13151,10840,8040,6605,4826,3365,1639,710,215514
Martinique,20261,23657,26216,24818,19957,18087,18052,20745,27892,32049,32429,27836,24362,19857,15112,13509,9318,5770,2836,1148,383911,10342,12003,13378,12721,10276,8085,7720,8763,12254,14214,14762,12978,10971,9180,6894,5940,3792,2094,873,262,177502,9919,11654,12838,12097,9681,10002,10332,11982,15638,17835,17667,14858,13391,10677,8218,7569,5526,3676,1963,886,206409
Guyane,28974,29513,27824,22304,17796,17778,18603,17432,17335,14326,11962,9812,7082,4735,2766,1732,1219,702,349,94,252338,14853,15040,13936,11260,8811,8231,8815,8458,8538,7178,6029,4978,3606,2520,1269,771,526,226,109,35,125189,14121,14473,13888,11044,8985,9547,9788,8974,8797,7148,5933,4834,3476,2215,1497,961,693,476,240,59,127149
LaRéunion,63094,69673,71311,65727,56822,52114,52708,56141,61161,66058,58517,48863,38557,27393,20625,16112,9446,5448,2313,684,842767,32099,35720,36773,33509,28246,24244,23850,25883,29110,31952,28519,23716,18623,13052,9424,6625,3559,1676,578,149,407307,30995,33953,34538,32218,28576,27870,28858,30258,32051,34106,29998,25147,19934,14341,11201,9487,5887,3772,1735,535,435460
Mayotte,35310,33732,29699,23124,13654,15446,16323,15178,12240,8106,6550,5027,3488,2142,1601,963,632,261,168,69,223713,17784,16889,14677,11298,6108,6169,6944,6963,6470,4226,3450,2745,1936,1094,800,491,273,114,77,25,108533,17526,16843,15022,11826,7546,9277,9379,8215,5770,3880,3100,2282,1552,1048,801,472,359,147,91,44,115180
DOM,171286,184558,185856,164317,128771,121401,125716,133302,148517,152415,140758,118569,97526,74143,54611,44082,28526,17457,8085,3019,2102915,87101,93855,94476,83144,63846,54789,55500,59909,69211,71782,67364,56882,46022,35022,24854,18988,11235,6021,2417,785,1003203,84185,90703,91380,81173,64925,66612,70216,73393,79306,80633,73394,61687,51504,39121,29757,25094,17291,11436,5668,2234,1099712
FrancemétropolitaineetDOM,4024211,4146473,4149492,3974549,3901028,3967364,4140870,4085147,4593696,4533385,4428955,4210545,4096081,3481510,2403400,2229429,1875053,1218640,558007,113038,66130873,2057759,2120256,2124458,2033452,1969868,1953453,2031731,2022592,2280797,2233626,2168717,2038476,1966305,1655568,1107588,957598,726656,405721,152090,21416,32028127,1966452,2026217,2025034,1941097,1931160,2013911,2109139,2062555,2312899,2299759,2260238,2172069,2129776,1825942,1295812,1271831,1148397,812919,405917,91622,34102746
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source:Insee-Estimationsdepopulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
