Regions,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occitanie,280742,282152,302282,304043,311275,304203,336150,362582,355956,349363,355230,279277,239430,258910,247608,214229,129687,72834,35725,9025,5030703,143717,144755,154972,154757,155739,151757,166244,178930,174968,172010,174597,135837,114924,122298,111448,89875,50341,23900,9426,1700,2432195,137025,137397,147310,149286,155536,152446,169906,183652,180988,177353,180633,143440,124506,136612,136160,124354,79346,48934,26299,7325,2598508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaysdelaLoire,212413,205653,218796,225366,218659,211974,226906,235863,235464,231187,232371,162592,143642,153000,142349,121954,69583,40918,20412,5547,3314649,108885,105143,111666,114940,111407,107510,114501,118155,117460,115602,115667,79300,68399,70744,62212,50072,25673,12418,4818,876,1615448,103528,100510,107130,110426,107252,104464,112405,117708,118004,115585,116704,83292,75243,82256,80137,71882,43910,28500,15594,4671,1699201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provence-Alpes-Côted'Azur,263856,270269,292949,284445,270973,271962,312537,335972,325941,317192,322620,271444,227149,231117,218258,187462,118242,67048,31835,8225,4629496,135184,138615,150884,145037,135896,133434,151955,162252,156792,153459,157020,130593,108987,107316,96098,76218,44282,20894,7918,1669,2214503,128672,131654,142065,139408,135077,138528,160582,173720,169149,163733,165600,140851,118162,123801,122160,111244,73960,46154,23917,6556,2414993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francemétropolitaine,3701517,3619158,3871231,3894170,3834807,3948820,4261701,4385328,4288703,4201240,4240357,3131535,2611188,2673328,2506073,2108127,1251220,705710,356406,95280,59685899,1896855,1854557,1983220,1978745,1923696,1970849,2124203,2173522,2114637,2068593,2105499,1549991,1259442,1231880,1088750,843110,456151,212116,85817,17371,28939004,1804662,1764601,1888011,1915425,1911111,1977971,2137498,2211806,2174066,2132647,2134858,1581544,1351746,1441448,1417323,1265017,795069,493594,270589,77909,30746895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadeloupe,31154,31328,33824,29305,22527,26963,30152,33433,29726,25360,22550,18358,14689,13270,10720,8386,5875,3147,1661,596,393024,15885,16126,17107,14885,11270,12399,13627,15333,14084,11575,10488,8740,6785,6019,4695,3464,2428,1151,612,154,186827,15269,15202,16717,14420,11257,14564,16525,18100,15642,13785,12062,9618,7904,7251,6025,4922,3447,1996,1049,442,206197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinique,27086,28545,32575,28809,21534,24457,30440,33567,30728,26004,22220,18600,16048,15086,12270,9357,6208,3433,1660,675,389302,13559,14391,16506,14480,10708,11297,13710,15225,14486,11887,10251,8730,7427,6901,5428,3940,2404,1156,477,186,183149,13527,14154,16069,14329,10826,13160,16730,18342,16242,14117,11969,9870,8621,8185,6842,5417,3804,2277,1183,489,206153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyane,23692,20918,18653,16085,12134,12961,14386,13718,11888,9549,7476,5149,3196,2310,1637,1249,853,463,233,88,176638,12101,10572,9364,8138,5966,6088,6864,6709,6027,4916,3945,2836,1694,1142,811,538,359,174,88,40,88372,11591,10346,9289,7947,6168,6873,7522,7009,5861,4633,3531,2313,1502,1168,826,711,494,289,145,48,88266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaRéunion,67995,67349,70691,65520,54288,53670,59965,64945,52707,45390,35314,27705,22491,17870,13660,9972,5885,2885,1374,531,740207,35134,34288,35862,32847,26516,25542,28612,31826,25786,22184,17500,13568,10729,8100,6064,3943,2062,859,399,160,361981,32861,33061,34829,32673,27772,28128,31353,33119,26921,23206,17814,14137,11762,9770,7596,6029,3823,2026,975,371,378226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,149927,148140,155743,139719,110483,118051,134943,145663,125049,106303,87560,69812,56424,48536,38287,28964,18821,9928,4928,1890,1699171,76679,75377,78839,70350,54460,55326,62813,69093,60383,50562,42184,33874,26635,22162,16998,11885,7253,3340,1576,540,820329,73248,72763,76904,69369,56023,62725,72130,76570,64666,55741,45376,35938,29789,26374,21289,17079,11568,6588,3352,1350,878842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FrancemétropolitaineetDOM,3851444,3767298,4026974,4033889,3945290,4066871,4396644,4530991,4413752,4307543,4327917,3201347,2667612,2721864,2544360,2137091,1270041,715638,361334,97170,61385070,1973534,1929934,2062059,2049095,1978156,2026175,2187016,2242615,2175020,2119155,2147683,1583865,1286077,1254042,1105748,854995,463404,215456,87393,17911,29759333,1877910,1837364,1964915,1984794,1967134,2040696,2209628,2288376,2238732,2188388,2180234,1617482,1381535,1467822,1438612,1282096,806637,500182,273941,79259,31625737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source:Insee-Estimationsdepopulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
