Regions,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total
Francemétropolitaine,3709490,3994525,3979223,3932910,3626906,3786050,3952377,4054702,4184581,4355098,4345019,4143774,3953989,3865519,2721989,2097117,1851781,1288518,622611,172954,64639133,1895063,2042485,2034647,2020633,1833307,1871903,1930979,1995988,2075700,2157907,2133077,2009999,1887198,1832168,1260800,919798,736275,442059,171105,35738,31286829,1814427,1952040,1944576,1912277,1793599,1914147,2021398,2058714,2108881,2197191,2211942,2133775,2066791,2033351,1461189,1177319,1115506,846459,451506,137216,33352304
Guadeloupe,20987,24891,28057,27307,18975,18316,18426,20022,26947,29479,32120,28847,25695,22107,16923,12043,9365,5475,3057,1214,390253,10554,12659,14171,13841,9682,8362,7505,8114,11157,12828,14519,13614,11780,10192,7648,5304,3754,1933,1004,384,179005,10433,12232,13886,13466,9293,9954,10921,11908,15790,16651,17601,15233,13915,11915,9275,6739,5611,3542,2053,830,211248
Martinique,17804,21378,23547,23937,17618,17467,17515,17775,22894,28969,32841,30375,26211,21944,17063,13639,10588,6515,3062,1452,372594,8985,10808,11853,12157,9070,7899,7431,7478,9663,12797,14640,14180,12254,10024,7835,6004,4372,2504,928,352,171234,8819,10570,11694,11780,8548,9568,10084,10297,13231,16172,18201,16195,13957,11920,9228,7635,6216,4011,2134,1100,201360
Guyane,28721,29906,29288,25351,18587,18596,19170,18385,17492,15493,13521,11014,8800,5706,3807,2041,1431,857,392,142,268700,14446,15169,14778,12711,8959,8694,8826,8746,8429,7713,6834,5462,4486,2823,1928,941,581,346,102,42,132016,14275,14737,14510,12640,9628,9902,10344,9639,9063,7780,6687,5552,4314,2883,1879,1100,850,511,290,100,136684
LaRéunion,60916,67106,70073,66477,52018,51093,51678,54757,58298,62848,64579,53258,45605,33250,22956,17186,11645,6211,2772,933,853659,30934,34153,35917,33592,26001,23520,23021,24632,27071,29863,31537,25733,21918,15845,10520,7254,4406,2104,784,152,408957,29982,32953,34156,32885,26017,27573,28657,30125,31227,32985,33042,27525,23687,17405,12436,9932,7239,4107,1988,781,444702
Mayotte,39303,36716,33447,24988,16132,16667,17121,16607,13944,11220,7292,5912,4109,2814,1592,1120,618,314,114,113,250143,19853,18064,16488,12082,6787,6710,7071,7373,6556,5912,3729,3064,2177,1502,770,534,306,138,55,48,119219,19450,18652,16959,12906,9345,9957,10050,9234,7388,5308,3563,2848,1932,1312,822,586,312,176,59,65,130924
DOM,167731,179997,184412,168060,123330,122139,123910,127546,139575,148009,150353,129406,110420,85821,62341,46029,33647,19372,9397,3854,2135349,84772,90853,93207,84383,60499,55185,53854,56343,62876,69113,71259,62053,52615,40386,28701,20037,13419,7025,2873,978,1010431,82959,89144,91205,83677,62831,66954,70056,71203,76699,78896,79094,67353,57805,45435,33640,25992,20228,12347,6524,2876,1124918
FrancemétropolitaineetDOM,3877221,4174522,4163635,4100970,3750236,3908189,4076287,4182248,4324156,4503107,4495372,4273180,4064409,3951340,2784330,2143146,1885428,1307890,632008,176808,66774482,1979835,2133338,2127854,2105016,1893806,1927088,1984833,2052331,2138576,2227020,2204336,2072052,1939813,1872554,1289501,939835,749694,449084,173978,36716,32297260,1897386,2041184,2035781,1995954,1856430,1981101,2091454,2129917,2185580,2276087,2291036,2201128,2124596,2078786,1494829,1203311,1135734,858806,458030,140092,34477222
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source:Insee-Estimationsdepopulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
