Regions,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occitanie,306296,317242,319860,326979,329907,314551,311454,369360,380994,385345,366671,366278,358846,256461,235438,227024,179649,120628,30419,14704,5518106,156815,162601,164224,167885,166748,156233,154232,182003,187467,188456,177684,178179,172661,122510,108152,98985,70825,40732,8607,3026,2668025,149481,154641,155636,159094,163159,158318,157222,187357,193527,196889,188987,188099,186185,133951,127286,128039,108824,79896,21812,11678,2850081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaysdelaLoire,229885,236093,224559,219662,212117,211272,212962,247042,242345,243315,234571,231636,215756,139551,142192,131181,103550,68380,16703,8723,3571495,117500,120783,114602,112897,108258,105780,106979,124371,121566,120651,116151,113471,104388,65448,63969,55526,39148,22492,4234,1650,1739864,112385,115310,109957,106765,103859,105492,105983,122671,120779,122664,118420,118165,111368,74103,78223,75655,64402,45888,12469,7073,1831631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provence-Alpes-Côted'Azur,274595,278693,287993,294949,284652,276797,273882,325491,340967,342895,322845,317634,315954,246308,212496,199429,156217,104582,28885,13891,4899155,139527,142400,148018,151447,143831,136756,132989,158545,164383,165024,154351,151282,149173,116160,96633,85391,60091,34503,7562,2571,2340637,135068,136293,139975,143502,140821,140041,140893,166946,176584,177871,168494,166352,166781,130148,115863,114038,96126,70079,21323,11320,2558518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francemétropolitaine,3857040,3885996,3800975,3862581,3912160,3907759,3818337,4375797,4361022,4363924,4180716,4103897,3795165,2549392,2414375,2256435,1751325,1140520,287189,140630,62765235,1970856,1988562,1947683,1975508,1967648,1932423,1894245,2179330,2161867,2146391,2038551,1995714,1841200,1210630,1086937,941011,654401,364939,74177,25877,30397950,1886184,1897434,1853292,1887073,1944512,1975336,1924092,2196467,2199155,2217533,2142165,2108183,1953965,1338762,1327438,1315424,1096924,775581,213012,114753,32367285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadeloupe,27350,29743,31620,30062,21649,19797,21498,29455,31749,32825,27439,24191,21343,16382,13019,10418,7270,4631,2047,867,403355,13844,15424,16156,15406,10769,8701,8873,12625,13910,15092,12912,11104,9825,7414,5820,4408,2926,1749,697,257,187912,13506,14319,15464,14656,10880,11096,12625,16830,17839,17733,14527,13087,11518,8968,7199,6010,4344,2882,1350,610,215443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinique,23755,26573,27275,28090,23089,19273,19931,27456,31543,32866,28593,24961,21297,16540,15227,11361,8328,4983,2111,921,394173,12050,13205,14050,14218,11189,8604,8452,11700,13834,14980,13234,11396,9837,7663,6867,4865,3361,1784,605,216,182110,11705,13368,13225,13872,11900,10669,11479,15756,17709,17886,15359,13565,11460,8877,8360,6496,4967,3199,1506,705,212063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyane,28337,27510,24475,20955,16520,17151,16118,16540,14710,13152,10490,8230,5559,3354,2322,1658,1013,620,214,112,229040,14548,13949,12573,10532,7981,7781,7697,7877,7273,6641,5357,4184,2928,1671,1079,754,444,213,86,39,113607,13789,13561,11902,10423,8539,9370,8421,8663,7437,6511,5133,4046,2631,1683,1243,904,569,407,128,73,115433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaRéunion,67579,71164,69559,69896,57463,53129,55143,59704,66684,61518,49245,41506,30109,23595,18037,12302,7957,4512,1525,509,821136,34743,36493,35660,35426,28232,24571,25274,28155,31896,29985,24084,20084,14844,11100,7788,4933,2830,1371,380,104,397953,32836,34671,33899,34470,29231,28558,29869,31549,34788,31533,25161,21422,15265,12495,10249,7369,5127,3141,1145,405,423183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,147021,154990,152929,149003,118721,109350,112690,133155,144686,140361,115767,98888,78308,59871,48605,35739,24568,14746,5897,2409,1847704,75185,79071,78439,75582,58171,49657,50296,60357,66913,66698,55587,46768,37434,27848,21554,14960,9561,5117,1768,616,881582,71836,75919,74490,73421,60550,59693,62394,72798,77773,73663,60180,52120,40874,32023,27051,20779,15007,9629,4129,1793,966122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FrancemétropolitaineetDOM,4004061,4040986,3953904,4011584,4030881,4017109,3931027,4508952,4505708,4504285,4296483,4202785,3873473,2609263,2462980,2292174,1775893,1155266,293086,143039,64612939,2046041,2067633,2026122,2051090,2025819,1982080,1944541,2239687,2228780,2213089,2094138,2042482,1878634,1238478,1108491,955971,663962,370056,75945,26493,31279532,1958020,1973353,1927782,1960494,2005062,2035029,1986486,2269265,2276928,2291196,2202345,2160303,1994839,1370785,1354489,1336203,1111931,785210,217141,116546,33333407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source:Insee-Estimationsdepopulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
