Regions,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occitanie,302606,315862,315265,330653,325792,313838,312513,372410,383813,379550,364786,367882,339319,249060,238603,227201,177340,112739,30349,14016,5473597,155152,161620,161886,169184,164663,156212,154968,183724,188955,185504,176787,179496,162869,118659,109719,98484,69168,38303,8212,2734,2646299,147454,154242,153379,161469,161129,157626,157545,188686,194858,194046,187999,188386,176450,130401,128884,128717,108172,74436,22137,11282,2827298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaysdelaLoire,228450,233046,219651,221943,212296,212780,213950,247422,242326,240981,231879,233082,198878,139364,143203,129887,102254,62841,16778,8037,3539048,116843,119311,112269,113690,108659,106954,107636,124343,121170,119662,114871,114176,96321,65246,64368,54559,38410,20613,4120,1418,1724639,111607,113735,107382,108253,103637,105826,106314,123079,121156,121319,117008,118906,102557,74118,78835,75328,63844,42228,12658,6619,1814409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provence-Alpes-Côted'Azur,272338,280734,287642,299845,284691,275337,275808,329952,346334,338509,321781,321328,305902,239430,214028,200447,154473,98734,28950,12790,4889053,139329,142837,147992,154256,143826,135530,134036,160271,167349,162140,154022,152697,144903,113385,96610,85141,58987,32482,7440,2322,2335555,133009,137897,139650,145589,140865,139807,141772,169681,178985,176369,167759,168631,160999,126045,117418,115306,95486,66252,21510,10468,2553498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francemétropolitaine,3832455,3871806,3757409,3907170,3912210,3908546,3854267,4407429,4395178,4330380,4166315,4132741,3568379,2518252,2433596,2248441,1734032,1066150,287855,133098,62465709,1959234,1982002,1926043,1996819,1966738,1934870,1915373,2192864,2175459,2128570,2030346,2013614,1733314,1193110,1089469,931359,641363,340975,71803,24109,30247434,1873221,1889804,1831366,1910351,1945472,1973676,1938894,2214565,2219719,2201810,2135969,2119127,1835065,1325142,1344127,1317082,1092669,725175,216052,108989,32218275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadeloupe,27795,30088,31466,30963,21267,19682,23240,29729,32060,32093,26442,23809,20326,15491,13003,9625,7367,4407,1939,762,401554,14292,15554,16193,15852,10701,8623,9746,12845,14160,15037,12317,10939,9399,6949,5792,4020,2924,1679,624,221,187867,13503,14534,15273,15111,10566,11059,13494,16884,17900,17056,14125,12870,10927,8542,7211,5605,4443,2728,1315,541,213687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinique,24051,27276,27622,29942,23425,19409,21092,28392,32559,32463,27754,23964,20542,16182,14971,11066,8120,4597,2115,862,396404,12286,13678,13986,15023,11397,8839,8995,12240,14404,14884,12941,10862,9554,7436,6758,4675,3260,1604,633,200,183655,11765,13598,13636,14919,12028,10570,12097,16152,18155,17579,14813,13102,10988,8746,8213,6391,4860,2993,1482,662,212749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyane,28371,27268,23542,20499,16266,17040,16089,16378,14515,12610,10190,7763,5144,3120,2214,1551,1019,574,229,87,224469,14557,13808,12060,10226,7685,7761,7759,7841,7163,6378,5291,3922,2765,1533,1035,680,409,215,81,32,111201,13814,13460,11482,10273,8581,9279,8330,8537,7352,6232,4899,3841,2379,1587,1179,871,610,359,148,55,113268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaRéunion,68786,71002,69014,70783,57754,53446,55203,61335,66639,58555,48391,39580,29068,22915,17985,11651,8032,4232,1491,502,816364,35286,36427,35089,35778,28416,24599,25607,28977,32161,28516,23425,19463,14162,10705,7649,4742,2937,1275,379,95,395688,33500,34575,33925,35005,29338,28847,29596,32358,34478,30039,24966,20117,14906,12210,10336,6909,5095,2957,1112,407,420676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,149003,155634,151644,152187,118712,109577,115624,135834,145773,135721,112777,95116,75080,57708,48173,33893,24538,13810,5774,2213,1838791,76421,79467,77328,76879,58199,49822,52107,61903,67888,64815,53974,45186,35880,26623,21234,14117,9530,4773,1717,548,878411,72582,76167,74316,75308,60513,59755,63517,73931,77885,70906,58803,49930,39200,31085,26939,19776,15008,9037,4057,1665,960380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FrancemétropolitaineetDOM,3981458,4027440,3909053,4059357,4030922,4018123,3969891,4543263,4540951,4466101,4279092,4227857,3643459,2575960,2481769,2282334,1758570,1079960,293629,135311,64304500,2035655,2061469,2003371,2073698,2024937,1984692,1967480,2254767,2243347,2193385,2084320,2058800,1769194,1219733,1110703,945476,650893,345748,73520,24657,31125845,1945803,1965971,1905682,1985659,2005985,2033431,2002411,2288496,2297604,2272716,2194772,2169057,1874265,1356227,1371066,1336858,1107677,734212,220109,110654,33178655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source:Insee-Estimationsdepopulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
