Regions,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occitanie,286476,284436,306029,307760,314633,299529,339476,364701,360530,351478,357346,304609,241694,255061,251826,215029,147163,65279,36927,9095,5099077,146479,146049,156695,156731,157032,149799,167827,179825,176945,172669,175761,147980,116186,120361,113957,90147,56874,21153,9726,1655,2463851,139997,138387,149334,151029,157601,149730,171649,184876,183585,178809,181585,156629,125508,134700,137869,124882,90289,44126,27201,7440,2635226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaysdelaLoire,215956,207696,217894,223670,220948,207308,230257,236365,236494,231580,233790,180532,141759,151871,144122,123459,80451,36305,21562,5656,3347675,110735,106126,111319,113988,112329,105280,116011,118532,117872,115708,116150,88462,67513,70315,63025,50973,29808,11014,5188,910,1631258,105221,101570,106575,109682,108619,102028,114246,117833,118622,115872,117640,92070,74246,81556,81097,72486,50643,25291,16374,4746,1716417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provence-Alpes-Côted'Azur,267034,269343,294616,287885,276141,264669,313472,337100,328377,319412,321433,288762,232920,228385,221795,188124,132207,61756,33291,8334,4675056,136684,138140,151894,146883,138231,130001,152521,162363,157880,154007,156232,138542,111833,106228,97920,76863,49393,19201,8257,1741,2234814,130350,131203,142722,141002,137910,134668,160951,174737,170497,165405,165201,150220,121087,122157,123875,111261,82814,42555,25034,6593,2440242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francemétropolitaine,3739414,3617861,3856070,3899171,3884200,3839709,4300959,4386438,4298982,4200695,4236322,3416600,2608099,2635158,2535435,2120934,1420325,635732,371137,98600,60101841,1914921,1855201,1976474,1981404,1944406,1915617,2144774,2174734,2119326,2064181,2095969,1688282,1261932,1217827,1104292,850915,517729,191472,90256,18099,29127811,1824493,1762660,1879596,1917767,1939794,1924092,2156185,2211704,2179656,2136514,2140353,1728318,1346167,1417331,1431143,1270019,902596,444260,280881,80501,30974030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadeloupe,30777,31114,33864,29072,22689,24698,30174,32757,31242,25965,23221,19221,15146,13531,10873,8588,6172,3271,1818,688,394881,15755,15881,17189,14937,11202,11232,13546,14898,14707,11885,10734,9120,6971,6193,4747,3552,2508,1215,706,173,187151,15022,15233,16675,14135,11487,13466,16628,17859,16535,14080,12487,10101,8175,7338,6126,5036,3664,2056,1112,515,207730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinique,26979,27703,32490,29447,21965,22486,29644,33302,31851,27110,23091,19475,16205,15639,12325,9483,6498,3445,1808,730,391676,13472,14005,16392,14822,10941,10304,13282,14937,14953,12432,10629,9107,7529,7188,5401,3945,2466,1216,515,199,183735,13507,13698,16098,14625,11024,12182,16362,18365,16898,14678,12462,10368,8676,8451,6924,5538,4032,2229,1293,531,207941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyane,24721,21780,19632,16658,13244,12957,15078,14156,12422,9957,7999,5650,3308,2437,1752,1260,913,475,283,110,184792,12560,11014,9874,8423,6408,6213,6988,6998,6302,5128,4182,3083,1733,1229,881,529,390,185,114,39,92273,12161,10766,9758,8235,6836,6744,8090,7158,6120,4829,3817,2567,1575,1208,871,731,523,290,169,71,92519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaRéunion,68152,66674,72220,66059,54459,52482,58788,65928,55143,46953,37158,29073,23260,19027,13789,10319,6332,2957,1492,575,750840,35093,34020,36579,33217,26420,24813,27968,32289,26691,22906,18272,14296,11127,8715,6067,4122,2262,882,445,190,366374,33059,32654,35641,32842,28039,27669,30820,33639,28452,24047,18886,14777,12133,10312,7722,6197,4070,2075,1047,385,384466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,150629,147271,158206,141236,112357,112623,133684,146143,130658,109985,91469,73419,57919,50634,38739,29650,19915,10148,5401,2103,1722189,76880,74920,80034,71399,54971,52562,61784,69122,62653,52351,43817,35606,27360,23325,17096,12148,7626,3498,1780,601,829533,73749,72351,78172,69837,57386,60061,71900,77021,68005,57634,47652,37813,30559,27309,21643,17502,12289,6650,3621,1502,892656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FrancemétropolitaineetDOM,3890043,3765132,4014276,4040407,3996557,3952332,4434643,4532581,4429640,4310680,4327791,3490019,2666018,2685792,2574174,2150584,1440240,645880,376538,100703,61824030,1991801,1930121,2056508,2052803,1999377,1968179,2206558,2243856,2181979,2116532,2139786,1723888,1289292,1241152,1121388,863063,525355,194970,92036,18700,29957344,1898242,1835011,1957768,1987604,1997180,1984153,2228085,2288725,2247661,2194148,2188005,1766131,1376726,1444640,1452786,1287521,914885,450910,284502,82003,31866686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source:Insee-Estimationsdepopulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
