Date;Region;Polluant;Industrielle;Fond;Trafic
2021-11-01;Guyane;NO2;0;1510;719
2021-11-01;Guyane;O3;0;2397;0
2021-11-01;Guyane;NOX as NO2;0;0;719
2021-11-01;Guyane;PM2.5;0;717;0
2021-11-01;Guyane;SO2;0;626;0
2021-11-01;Corse;PM10;1343;2090;1388
2021-11-01;Corse;NO;1368;3544;1431
2021-11-01;Corse;NO2;1368;3544;1431
2021-11-01;Corse;O3;1368;3493;0
2021-11-01;Corse;NOX as NO2;1368;3544;1431
2021-11-01;Corse;PM2.5;0;2811;0
2021-11-01;Corse;SO2;0;1438;1429
2021-11-01;Corse;CO;0;0;708
2021-11-01;Mayotte;PM10;0;0;720
2021-11-01;Mayotte;NO;0;0;346
2021-11-01;Mayotte;NO2;0;0;346
2021-11-01;Mayotte;O3;0;0;378
2021-11-01;Mayotte;NOX as NO2;0;0;346
2021-11-01;Mayotte;SO2;0;0;589
2021-12-01;Grand Est;PM10;4375;18054;4372
2021-12-01;Grand Est;NO;2931;21939;7402
2021-12-01;Grand Est;NO2;2931;21940;7402
2021-12-01;Grand Est;O3;0;20437;0
2021-12-01;Grand Est;NOX as NO2;2931;21939;6666
2021-12-01;Grand Est;PM2.5;0;9306;3591
2021-12-01;Grand Est;SO2;2928;2892;0
2021-12-01;Grand Est;CO;0;0;744
2021-12-01;Provence-Alpes-Côte d'Azur;PM10;3333;12821;4369
2021-12-01;Provence-Alpes-Côte d'Azur;NO;0;13202;4432
2021-12-01;Provence-Alpes-Côte d'Azur;NO2;0;13202;4432
2021-12-01;Provence-Alpes-Côte d'Azur;O3;0;20628;0
2021-12-01;Provence-Alpes-Côte d'Azur;NOX as NO2;0;13202;4432
2021-12-01;Provence-Alpes-Côte d'Azur;PM2.5;3164;9402;2179
2021-12-01;Provence-Alpes-Côte d'Azur;C6H6;2166;0;0
2021-12-01;Provence-Alpes-Côte d'Azur;SO2;7052;1405;0
2021-12-01;Provence-Alpes-Côte d'Azur;CO;0;744;0
2021-12-01;Île-de-France;PM10;0;12187;6130
2021-12-01;Île-de-France;NO;0;21158;10898
2021-12-01;Île-de-France;NO2;0;21158;10890
2021-12-01;Île-de-France;O3;0;19753;0
2021-12-01;Île-de-France;NOX as NO2;0;21159;10903
2021-12-01;Île-de-France;PM2.5;0;7352;2795
2021-12-01;Île-de-France;SO2;2116;2224;0
2021-12-01;Île-de-France;CO;0;0;741
2021-12-01;Normandie;PM10;2885;9612;4410
2021-12-01;Normandie;NO;1484;8414;2921
2021-12-01;Normandie;NO2;1484;8414;4401
2021-12-01;Normandie;O3;0;15060;0
2021-12-01;Normandie;NOX as NO2;1484;8414;2921
2021-12-01;Normandie;PM2.5;0;3748;2950
2021-12-01;Normandie;SO2;5178;6535;0
2021-12-01;Normandie;CO;1488;0;735
2021-12-01;Hauts-de-France;PM10;2155;17521;3361
2021-12-01;Hauts-de-France;NO;1486;16859;2856
2021-12-01;Hauts-de-France;NO2;1486;16859;2857
2021-12-01;Hauts-de-France;O3;0;19655;0
2021-12-01;Hauts-de-France;NOX as NO2;0;5156;738
2021-12-01;Hauts-de-France;PM2.5;0;6439;4237
2021-12-01;Hauts-de-France;C6H6;652;0;620
2021-12-01;Hauts-de-France;SO2;2131;2133;0
2021-12-01;Hauts-de-France;CO;624;482;744
2021-12-01;Auvergne-Rhône-Alpes;PM10;3662;31666;11464
2021-12-01;Auvergne-Rhône-Alpes;NO;1482;34618;12557
2021-12-01;Auvergne-Rhône-Alpes;NO2;1482;34669;12557
2021-12-01;Auvergne-Rhône-Alpes;O3;0;36937;0
2021-12-01;Auvergne-Rhône-Alpes;NOX as NO2;0;2214;0
2021-12-01;Auvergne-Rhône-Alpes;PM2.5;0;20030;3684
2021-12-01;Auvergne-Rhône-Alpes;C6H6;1422;0;0
2021-12-01;Auvergne-Rhône-Alpes;SO2;2173;2140;0
2021-12-01;Auvergne-Rhône-Alpes;CO;0;0;733
2021-12-01;Occitanie;PM10;3629;10168;2933
2021-12-01;Occitanie;NO;1488;10854;2091
2021-12-01;Occitanie;NO2;1488;10854;3562
2021-12-01;Occitanie;O3;0;15261;0
2021-12-01;Occitanie;NOX as NO2;1488;4218;1369
2021-12-01;Occitanie;PM2.5;744;6521;2119
2021-12-01;Occitanie;SO2;1479;0;0
2021-12-01;Nouvelle-Aquitaine;PM10;2204;16992;7138
2021-12-01;Nouvelle-Aquitaine;NO;2846;16654;7371
2021-12-01;Nouvelle-Aquitaine;NO2;2846;16654;7371
2021-12-01;Nouvelle-Aquitaine;O3;0;18948;0
2021-12-01;Nouvelle-Aquitaine;NOX as NO2;2846;16654;7371
2021-12-01;Nouvelle-Aquitaine;PM2.5;715;8854;2192
2021-12-01;Nouvelle-Aquitaine;SO2;6417;741;0
2021-12-01;Nouvelle-Aquitaine;CO;0;741;0
2021-12-01;Bretagne;PM10;0;5196;2153
2021-12-01;Bretagne;NO;0;5903;2764
2021-12-01;Bretagne;NO2;0;5904;2764
2021-12-01;Bretagne;O3;0;7271;0
2021-12-01;Bretagne;NOX as NO2;0;742;0
2021-12-01;Bretagne;PM2.5;0;4811;743
2021-12-01;Pays de la Loire;PM10;5193;7320;0
2021-12-01;Pays de la Loire;NO;5841;9647;744
2021-12-01;Pays de la Loire;NO2;5841;9647;744
2021-12-01;Pays de la Loire;O3;0;9262;0
2021-12-01;Pays de la Loire;NOX as NO2;0;1482;0
2021-12-01;Pays de la Loire;PM2.5;3713;4202;0
2021-12-01;Pays de la Loire;SO2;6624;744;0
2021-12-01;Bourgogne-Franche-Comté;PM10;740;11061;2217
2021-12-01;Bourgogne-Franche-Comté;NO;1485;8160;3711
2021-12-01;Bourgogne-Franche-Comté;NO2;1485;8160;3711
2021-12-01;Bourgogne-Franche-Comté;O3;0;12454;0
2021-12-01;Bourgogne-Franche-Comté;NOX as NO2;1485;8160;3711
2021-12-01;Bourgogne-Franche-Comté;PM2.5;0;5166;2221
2021-12-01;Bourgogne-Franche-Comté;SO2;2224;0;0
2021-12-01;Centre-Val de Loire;PM10;0;6661;2968
2021-12-01;Centre-Val de Loire;NO;0;7395;5861
2021-12-01;Centre-Val de Loire;NO2;0;7386;5875
2021-12-01;Centre-Val de Loire;O3;0;10239;0
2021-12-01;Centre-Val de Loire;NOX as NO2;0;7395;5876
2021-12-01;Centre-Val de Loire;PM2.5;0;7401;3643
2021-12-01;Centre-Val de Loire;CO;0;0;673
2021-12-01;Guadeloupe;PM10;0;2223;0
2021-12-01;Guadeloupe;NO;0;2224;0
2021-12-01;Guadeloupe;NO2;0;2224;0
2021-12-01;Guadeloupe;O3;0;2160;0
2021-12-01;Guadeloupe;NOX as NO2;0;2224;0
2021-12-01;Guadeloupe;SO2;0;744;0
2021-12-01;La Réunion;PM10;0;2218;1183
2021-12-01;La Réunion;NO;0;1473;2100
2021-12-01;La Réunion;NO2;0;1473;2100
2021-12-01;La Réunion;O3;0;1355;0
2021-12-01;La Réunion;NOX as NO2;0;736;2100
2021-12-01;La Réunion;PM2.5;0;1472;668
2021-12-01;La Réunion;SO2;699;2144;0
2021-12-01;La Réunion;CO;0;0;522
2021-12-01;Martinique;PM10;0;3598;570
2021-12-01;Martinique;NO;0;2416;679
2021-12-01;Martinique;NO2;0;2615;681
2021-12-01;Martinique;O3;0;2687;0
2021-12-01;Martinique;NOX as NO2;0;2454;681
2021-12-01;Martinique;PM2.5;0;2901;0
2021-12-01;Martinique;SO2;659;0;0
2021-12-01;Guyane;PM10;0;1435;0
2021-12-01;Guyane;NO;0;1443;737
2021-12-01;Guyane;NO2;0;1443;737
2021-12-01;Guyane;O3;0;2215;0
2021-12-01;Guyane;NOX as NO2;0;0;737
2021-12-01;Guyane;PM2.5;0;735;0
2021-12-01;Corse;PM10;1448;2191;1479
2021-12-01;Corse;NO;1473;3354;1480
2021-12-01;Corse;NO2;1473;3375;1478
2021-12-01;Corse;O3;1473;3453;0
2021-12-01;Corse;NOX as NO2;1473;3375;1480
2021-12-01;Corse;PM2.5;0;2913;0
2021-12-01;Corse;SO2;0;1458;1481
2021-12-01;Corse;CO;0;0;734
2021-12-01;Mayotte;PM10;0;0;739
2021-12-01;Mayotte;NO;0;0;137
2021-12-01;Mayotte;NO2;0;0;137
2021-12-01;Mayotte;NOX as NO2;0;0;137
2021-12-01;Mayotte;SO2;0;0;230
