,Year,Area,Variable,Generation (TWh),Share of production (%),Change on last year (%),Change on last year (TWh),Kind of energy
1940,2003,Romania,Hard Coal,0.0,0.0,-100.0,-0.4,Fossil
1941,2003,Romania,Lignite,23.344,42.56669280283,17.2358376858176,3.432,Fossil
1942,2003,Romania,Gas,9.696,17.680202768002,8.14186928396163,0.73,Fossil
1943,2003,Romania,Other fossil,3.633,6.62460567823343,1.53717160424817,0.0550000000000001,Fossil
1944,2003,Romania,Nuclear,4.906,8.94586167283601,-11.0103391982586,-0.607,Fossil
1946,2003,Romania,Hydro,13.259,24.1771667183311,-17.3688146578586,-2.78699999999999,Renewable
1948,2003,Romania,Wind,0.0,0.0,,0.0,Renewable
1949,2003,Romania,Solar,0.0,0.0,,0.0,Renewable
1950,2003,Romania,Bioenergy,0.003,0.00547035976732736,0.0,0.0,Renewable
1951,2003,Romania,Other renewables,0.0,0.0,,0.0,Renewable
1956,2003,Slovakia,Coal,5.96599999999999,19.2662920622618,15.7322987390882,0.810999999999999,Fossil
1957,2003,Slovakia,Hard Coal,3.553,11.4738745721113,13.1168417701369,0.411999999999999,Fossil
1958,2003,Slovakia,Lignite,2.413,7.79241749015048,19.8113207547169,0.399,Fossil
1959,2003,Slovakia,Gas,2.396,7.73751856875282,-4.57984866587017,-0.115,Fossil
1960,2003,Slovakia,Other fossil,1.159,3.74281469999354,0.520381613182996,0.006,Fossil
1961,2003,Slovakia,Nuclear,17.864,57.6890783439901,-0.495738873725837,-0.0889999999999986,Fossil
1963,2003,Slovakia,Hydro,3.48,11.2381321449331,-33.9407744874715,-1.78799999999999,Renewable
1965,2003,Slovakia,Wind,0.002,0.00645869663501905,inf,0.002,Renewable
1966,2003,Slovakia,Solar,0.0,0.0,,0.0,Renewable
1967,2003,Slovakia,Bioenergy,0.099,0.319705483433443,-34.8684210526315,-0.0529999999999999,Renewable
1968,2003,Slovakia,Other renewables,0.0,0.0,,0.0,Renewable
1973,2003,Slovenia,Coal,5.108,36.9597334268373,-3.65899660505469,-0.193999999999999,Fossil
1974,2003,Slovenia,Hard Coal,0.508,3.67571350447011,2.83400809716598,0.014,Fossil
1975,2003,Slovenia,Lignite,4.6,33.2840199223672,-4.3261231281198,-0.208,Fossil
1976,2003,Slovenia,Gas,0.37,2.6771929067991,28.4722222222222,0.082,Fossil
1977,2003,Slovenia,Other fossil,0.055872,0.404270600239673,-15.3454545454545,-0.010128,Fossil
1978,2003,Slovenia,Nuclear,5.207,37.6760634208186,-5.80680173661359,-0.320999999999999,Fossil
1980,2003,Slovenia,Hydro,2.95728499999999,21.3978984469821,-10.7251965546929,-0.355279,Renewable
1982,2003,Slovenia,Wind,0.0,0.0,,0.0,Renewable
1983,2003,Slovenia,Solar,1e-06,7.23565650486243e-06,0.0,0.0,Renewable
1984,2003,Slovenia,Bioenergy,0.122288,0.884833962666617,20.484349291112,0.0207909999999999,Renewable
1985,2003,Slovenia,Other renewables,0.0,0.0,,0.0,Renewable
1990,2003,Spain,Coal,74.722,29.041711362965,-7.95742898672119,-6.45999999999999,Fossil
1991,2003,Spain,Hard Coal,68.817,26.7466536075742,-7.78538598630522,-5.81,Fossil
1992,2003,Spain,Lignite,5.905,2.29505775539076,-9.91609458428679,-0.649999999999999,Fossil
1993,2003,Spain,Gas,39.368,15.3009032538905,21.5586982029271,6.98199999999999,Fossil
1994,2003,Spain,Other fossil,25.565,9.93618145919811,-15.2101091174422,-4.58599999999999,Fossil
1995,2003,Spain,Nuclear,61.875,24.0485518399328,-1.81065126317125,-1.14099999999999,Fossil
1997,2003,Spain,Hydro,40.483,15.7342630163394,90.7416132679984,19.2589999999999,Renewable
1999,2003,Spain,Wind,12.075,4.69311132876265,29.2549775208734,2.73299999999999,Renewable
2000,2003,Spain,Solar,0.02,0.00777326928159445,11.1111111111111,0.002,Renewable
2001,2003,Spain,Bioenergy,3.184,1.23750446962983,23.1245166279969,0.598,Renewable
2002,2003,Spain,Other renewables,0.0,0.0,,0.0,Renewable
2007,2003,Sweden,Coal,2.846,2.10224906597465,19.9325747998314,0.472999999999999,Fossil
2008,2003,Sweden,Hard Coal,2.846,2.10224906597465,19.9325747998314,0.472999999999999,Fossil
2009,2003,Sweden,Lignite,0.0,0.0,,0.0,Fossil
2010,2003,Sweden,Gas,0.73,0.539227624090477,31.2949640287769,0.173999999999999,Fossil
2011,2003,Sweden,Other fossil,5.657,4.17864475271209,25.2934662236987,1.142,Fossil
2012,2003,Sweden,Nuclear,67.415,49.7973017507664,-1.02186137334644,-0.695999999999998,Fossil
2014,2003,Sweden,Hydro,53.539998,39.5482820758204,-19.3188698010849,-12.820002,Renewable
2016,2003,Sweden,Wind,0.679,0.501555557201964,11.6776315789473,0.071,Renewable
2017,2003,Sweden,Solar,0.001823,0.00134659172426978,9.09634949132256,0.000152,Renewable
2018,2003,Sweden,Bioenergy,4.51,3.33139258170966,8.02395209580837,0.334999999999999,Renewable
2019,2003,Sweden,Other renewables,0.0,0.0,,0.0,Renewable
2024,2003,United Kingdom,Coal,138.305,34.97263173154,11.2858970542086,14.026,Fossil
2025,2003,United Kingdom,Hard Coal,138.305,34.97263173154,11.2858970542086,14.026,Fossil
2026,2003,United Kingdom,Lignite,0.0,0.0,,0.0,Fossil
2027,2003,United Kingdom,Gas,148.881,37.6469425170703,-2.22950432110116,-3.39500000000001,Fossil
2028,2003,United Kingdom,Other fossil,8.974965,2.26946347383291,-0.989032410304802,-0.0896519999999991,Fossil
2029,2003,United Kingdom,Nuclear,88.686,22.4256738204935,0.953920407977415,0.838000000000008,Fossil
2031,2003,United Kingdom,Hydro,3.227549,0.816137396135354,-32.5848890095716,-1.56002599999999,Renewable
2033,2003,United Kingdom,Wind,1.28535,0.325021309396876,2.33482799691726,0.0293260000000001,Renewable
2034,2003,United Kingdom,Solar,0.00294499999999999,0.000744690361515385,9.15492957746477,0.000246999999999999,Renewable
2035,2003,United Kingdom,Bioenergy,6.10354299999999,1.54337848665354,20.1691590246038,1.02441699999999,Renewable
2036,2003,United Kingdom,Other renewables,2.6e-05,6.57451592509338e-06,-50.0,-2.6e-05,Renewable
2041,2004,Austria,Coal,7.90499999999999,12.7633712783006,-6.37214260334004,-0.538,Fossil
2042,2004,Austria,Hard Coal,6.906,11.15039115091,-0.375072129255638,-0.0260000000000006,Fossil
2043,2004,Austria,Lignite,0.999,1.61298012739055,-33.8848444738583,-0.511999999999999,Fossil
2044,2004,Austria,Gas,10.953,17.6846559913,-1.89000358294518,-0.211,Fossil
2045,2004,Austria,Other fossil,3.448379,5.56773453324415,7.00793937710722,0.225833999999999,Fossil
2046,2004,Austria,Nuclear,0.0,0.0,,0.0,Fossil
2048,2004,Austria,Hydro,36.762142,59.3559604467564,10.6793643063349,3.54714999999999,Renewable
2050,2004,Austria,Wind,0.933628,1.5074308412166,150.787178433379,0.561349,Renewable
2051,2004,Austria,Solar,0.0184279999999999,0.0297537515390922,25.4288047917233,0.00373599999999999,Renewable
2052,2004,Austria,Bioenergy,1.912494,3.08790271847214,16.1421377750679,0.265809999999999,Renewable
2053,2004,Austria,Other renewables,0.001976,0.00319043917089463,-33.3558178752107,-0.000988999999999999,Renewable
2058,2004,Belgium,Coal,9.146,10.8426360665173,-5.10479352562771,-0.491999999999999,Fossil
2059,2004,Belgium,Hard Coal,9.146,10.8426360665173,-5.10479352562771,-0.491999999999999,Fossil
2060,2004,Belgium,Lignite,0.0,0.0,,0.0,Fossil
2061,2004,Belgium,Gas,21.477,25.461108112901,-0.610856587532981,-0.132000000000001,Fossil
2062,2004,Belgium,Other fossil,4.92027599999999,5.83301574620815,31.4527384450975,1.17727599999999,Fossil
2063,2004,Belgium,Nuclear,47.312,56.0886505115973,-0.141412862238543,-0.0670000000000001,Fossil
2065,2004,Belgium,Hydro,0.316904,0.375691530726395,28.3012145748987,0.0699039999999999,Renewable
2067,2004,Belgium,Wind,0.141454,0.167694537738152,60.7431818181818,0.053454,Renewable
2068,2004,Belgium,Solar,0.000658,0.000780062817818545,inf,0.000658,Renewable
2069,2004,Belgium,Bioenergy,1.03788899999999,1.23042343149372,21.1072345390898,0.180888999999999,Renewable
2070,2004,Belgium,Other renewables,0.0,0.0,,0.0,Renewable
2075,2004,Bulgaria,Coal,18.902,45.6605220146063,-1.74143577480896,-0.335,Fossil
2076,2004,Bulgaria,Hard Coal,3.95,9.54179779693658,-12.7071823204419,-0.575,Fossil
2077,2004,Bulgaria,Lignite,14.952,36.1187242176698,1.63132137030994,0.24,Fossil
2078,2004,Bulgaria,Gas,1.494,3.60897364775272,-15.2099886492622,-0.268,Fossil
2079,2004,Bulgaria,Other fossil,1.046,2.52676468242928,2.54901960784315,0.026,Fossil
2080,2004,Bulgaria,Nuclear,16.815,40.6190708748072,-2.69097222222222,-0.464999999999999,Fossil
2082,2004,Bulgaria,Hydro,3.138811,7.58225313539248,4.80170283806344,0.143811,Renewable
2084,2004,Bulgaria,Wind,0.001,0.00241564501188267,inf,0.001,Renewable
2085,2004,Bulgaria,Solar,0.0,0.0,,0.0,Renewable
2086,2004,Bulgaria,Bioenergy,0.0,0.0,,0.0,Renewable
2087,2004,Bulgaria,Other renewables,0.0,0.0,,0.0,Renewable
2092,2004,Croatia,Coal,2.139,15.3922542204568,-11.0232945091514,-0.264999999999999,Fossil
2093,2004,Croatia,Hard Coal,2.12,15.255530129672,-11.4082741328875,-0.272999999999999,Fossil
2094,2004,Croatia,Lignite,0.019,0.136724090784796,72.7272727272727,0.008,Fossil
2095,2004,Croatia,Gas,2.465,17.7381517781327,19.6021348859776,0.403999999999999,Fossil
2096,2004,Croatia,Other fossil,1.66,11.9453679317243,-49.2199449372896,-1.609,Fossil
2097,2004,Croatia,Nuclear,0.0,0.0,,0.0,Fossil
2099,2004,Croatia,Hydro,7.6266,54.8810500410172,39.7376232181464,2.16879999999999,Renewable
2101,2004,Croatia,Wind,0.002,0.0143920095562943,inf,0.002,Renewable
2102,2004,Croatia,Solar,0.0,0.0,,0.0,Renewable
2103,2004,Croatia,Bioenergy,0.004,0.0287840191125886,inf,0.004,Renewable
2104,2004,Croatia,Other renewables,0.0,0.0,,0.0,Renewable
2109,2004,Cyprus,Coal,0.0,0.0,,0.0,Fossil
2110,2004,Cyprus,Hard Coal,0.0,0.0,,0.0,Fossil
2111,2004,Cyprus,Lignite,0.0,0.0,,0.0,Fossil
2112,2004,Cyprus,Gas,0.0,0.0,,0.0,Fossil
2113,2004,Cyprus,Other fossil,4.201,99.9807939774482,3.67719644619941,0.149,Fossil
2114,2004,Cyprus,Nuclear,0.0,0.0,,0.0,Fossil
2116,2004,Cyprus,Hydro,0.0,0.0,,0.0,Renewable
2118,2004,Cyprus,Wind,0.000354999999999999,0.00844874598000336,inf,0.000354999999999999,Renewable
2119,2004,Cyprus,Solar,0.000452,0.0107572765717225,inf,0.000452,Renewable
2120,2004,Cyprus,Bioenergy,0.0,0.0,,0.0,Renewable
2121,2004,Cyprus,Other renewables,0.0,0.0,,0.0,Renewable
2126,2004,Czech Republic,Coal,50.308,60.0402172069548,-0.927548789854071,-0.470999999999996,Fossil
2127,2004,Czech Republic,Hard Coal,5.952,7.10343032551075,5.4384410983171,0.307,Fossil
2128,2004,Czech Republic,Lignite,44.356,52.936786881444,-1.72375592679575,-0.777999999999998,Fossil
2129,2004,Czech Republic,Gas,1.543,1.84149747853882,-2.58838383838384,-0.0410000000000001,Fossil
2130,2004,Czech Republic,Other fossil,2.87177,3.42732159037164,6.30377849137973,0.170295,Fossil
2131,2004,Czech Republic,Nuclear,26.325,31.4176416866718,1.75092764378479,0.452999999999999,Fossil
2133,2004,Czech Republic,Hydro,2.01919999999999,2.40981964268671,46.0014461315979,0.636199999999999,Renewable
2135,2004,Czech Republic,Wind,0.009871,0.0117805713614107,101.737175556918,0.004978,Renewable
2136,2004,Czech Republic,Solar,0.000291,0.000347294728616201,58.1521739130435,0.000107,Renewable
2137,2004,Czech Republic,Bioenergy,0.713370999999999,0.851374528686144,45.411128256035,0.222781999999999,Renewable
2138,2004,Czech Republic,Other renewables,0.0,0.0,,0.0,Renewable
2143,2004,Denmark,Coal,18.673,46.1985699794651,-26.2140909629746,-6.634,Fossil
2144,2004,Denmark,Hard Coal,18.673,46.1985699794651,-26.2140909629746,-6.634,Fossil
2145,2004,Denmark,Lignite,0.0,0.0,,0.0,Fossil
2146,2004,Denmark,Gas,9.941,24.5948687498453,1.81278164686604,0.177000000000001,Fossil
2147,2004,Denmark,Other fossil,2.286,5.65575595635715,-24.2544731610337,-0.731999999999999,Fossil
2148,2004,Denmark,Nuclear,0.0,0.0,,0.0,Fossil
2150,2004,Denmark,Hydro,0.027,0.0668002672010688,28.5714285714285,0.00599999999999999,Renewable
2152,2004,Denmark,Wind,6.583,16.2868947772087,18.3779895702211,1.022,Renewable
2153,2004,Denmark,Solar,0.002,0.00494816794081991,0.0,0.0,Renewable
2154,2004,Denmark,Bioenergy,2.907,7.19216210198174,16.5597433841218,0.412999999999999,Renewable
2155,2004,Denmark,Other renewables,0.0,0.0,,0.0,Renewable
2160,2004,Estonia,Coal,0.0,0.0,,0.0,Fossil
2161,2004,Estonia,Hard Coal,0.0,0.0,,0.0,Fossil
2162,2004,Estonia,Lignite,0.0,0.0,,0.0,Fossil
2163,2004,Estonia,Gas,0.487,4.72631987577639,-3.37301587301587,-0.017,Fossil
2164,2004,Estonia,Other fossil,9.757,94.6913819875776,1.5719342077868,0.150999999999999,Fossil
2165,2004,Estonia,Nuclear,0.0,0.0,,0.0,Fossil
2167,2004,Estonia,Hydro,0.022,0.213509316770186,69.2307692307692,0.009,Renewable
2169,2004,Estonia,Wind,0.008,0.077639751552795,33.3333333333333,0.002,Renewable
2170,2004,Estonia,Solar,0.0,0.0,,0.0,Renewable
2171,2004,Estonia,Bioenergy,0.03,0.291149068322981,0.0,0.0,Renewable
2172,2004,Estonia,Other renewables,0.0,0.0,,0.0,Renewable
2177,2004,EU-27,Coal,835.444,29.0731634431316,-1.60991339207692,-13.67,Fossil
2178,2004,EU-27,Hard Coal,484.214,16.8504804193369,-1.85998528550379,-9.17700000000002,Fossil
2179,2004,EU-27,Lignite,351.23,12.2226830237946,-1.26306142700921,-4.49299999999999,Fossil
2180,2004,EU-27,Gas,460.258957,16.0168531739126,9.78808299635309,41.034079,Fossil
2181,2004,EU-27,Other fossil,208.174685,7.2444073351744,-10.0144376093544,-23.1676319999999,Fossil
2182,2004,EU-27,Nuclear,928.473,32.3105406006085,2.34332803506118,21.259,Fossil
2184,2004,EU-27,Hydro,324.076054,11.2777350557872,6.0363535772911,18.448745,Renewable
2186,2004,EU-27,Wind,57.60731,2.00471454597693,32.6736375052469,14.186996,Renewable
2187,2004,EU-27,Solar,0.733912999999999,0.0255399196140484,82.4134117091478,0.331577999999999,Renewable
2188,2004,EU-27,Bioenergy,52.830096,1.83846914422072,22.5115163050983,9.70754099999999,Renewable
2189,2004,EU-27,Other renewables,5.993645,0.20857678157376,1.16995449107941,0.069312,Renewable
2194,2004,EU27+1,Coal,967.232,29.6254311670847,-2.04442085882488,-20.187,Fossil
2195,2004,EU27+1,Hard Coal,616.002,18.8675776336872,-2.48442288695828,-15.6939999999999,Fossil
2196,2004,EU27+1,Lignite,351.23,10.7578535333975,-1.26306142700921,-4.49299999999999,Fossil
2197,2004,EU27+1,Gas,617.323957,18.9080679670398,8.66353982698977,49.2180789999999,Fossil
2198,2004,EU27+1,Other fossil,216.463838,6.630089298981,-9.92581299250879,-23.8534439999999,Fossil
2199,2004,EU27+1,Nuclear,1008.472,30.8885746335236,1.2623757405362,12.572,Fossil
2201,2004,EU27+1,Hydro,328.919603,10.0745064867388,6.49649648703276,20.064745,Renewable
2203,2004,EU27+1,Wind,59.542385,1.82372877276761,33.1875643318931,14.836721,Renewable
2204,2004,EU27+1,Solar,0.737918,0.0226017531636183,82.0760955388867,0.332638,Renewable
2205,2004,EU27+1,Bioenergy,60.185245,1.8434189863669,22.2628797431801,10.959147,Renewable
2206,2004,EU27+1,Other renewables,5.99368,0.183580934333782,1.17010127171564,0.0693210000000004,Renewable
2211,2004,Finland,Coal,16.497,19.2748145741106,-14.2923940149625,-2.751,Fossil
2212,2004,Finland,Hard Coal,16.497,19.2748145741106,-14.2923940149625,-2.751,Fossil
2213,2004,Finland,Lignite,0.0,0.0,,0.0,Fossil
2214,2004,Finland,Gas,12.747,14.8933782733944,-7.95060658578856,-1.101,Fossil
2215,2004,Finland,Other fossil,7.99649499999999,9.3429689257321,-12.9677435715648,-1.191472,Fossil
2216,2004,Finland,Nuclear,22.716,26.5409885352183,-0.06598917777485,-0.0150000000000005,Fossil
2218,2004,Finland,Hydro,15.069615,17.6070821863512,57.1224585548952,5.478615,Renewable
2220,2004,Finland,Wind,0.120344,0.14060788537957,29.4021505376344,0.027344,Renewable
2221,2004,Finland,Solar,0.002361,0.0027585522949309,12.5894134477825,0.000263999999999999,Renewable
2222,2004,Finland,Bioenergy,10.439557,12.1974010675188,11.3043892680104,1.060271,Renewable
2223,2004,Finland,Other renewables,0.0,0.0,,0.0,Renewable
2228,2004,France,Coal,24.372,4.28548512816124,-7.18964204112719,-1.888,Fossil
2229,2004,France,Hard Coal,24.372,4.28548512816124,-7.18964204112719,-1.888,Fossil
2230,2004,France,Lignite,0.0,0.0,,0.0,Fossil
2231,2004,France,Gas,21.049,3.70118071814648,8.67926476662537,1.681,Fossil
2232,2004,France,Other fossil,11.108,1.95319090774721,-5.45578347093369,-0.641,Fossil
2233,2004,France,Nuclear,448.241,78.8170908966078,1.62581903099281,7.17099999999999,Fossil
2235,2004,France,Hydro,59.5549349999999,10.4719263191822,1.03708389912804,0.611294999999998,Renewable
2237,2004,France,Wind,0.594849999999999,0.104596291994367,53.4107027724048,0.207099999999999,Renewable
2238,2004,France,Solar,0.00844799999999999,0.00148546604146997,8.76786404016993,0.000680999999999999,Renewable
2239,2004,France,Bioenergy,3.312,0.582370209439933,2.63402541059807,0.0849999999999999,Renewable
2240,2004,France,Other renewables,0.470176,0.082674062679236,-4.11772383189767,-0.0201919999999999,Renewable
2245,2004,Germany,Coal,298.8,48.8315084164079,-1.93633081719724,-5.89999999999997,Fossil
2246,2004,Germany,Hard Coal,140.8,23.0102957999673,-3.89078498293514,-5.69999999999998,Fossil
2247,2004,Germany,Lignite,158.0,25.8212126164405,-0.126422250316049,-0.199999999999988,Fossil
2248,2004,Germany,Gas,63.0,10.2957999673149,0.158982511923699,0.100000000000001,Fossil
2249,2004,Germany,Other fossil,25.5,4.16734760581794,0.79051383399209,0.199999999999999,Fossil
2250,2004,Germany,Nuclear,167.1,27.3083837228305,1.21138703815868,2.0,Fossil
2252,2004,Germany,Hydro,20.1,3.28485046576238,13.5593220338983,2.4,Renewable
2254,2004,Germany,Wind,26.1,4.26540284360189,35.9375,6.9,Renewable
2255,2004,Germany,Solar,0.6,0.0980552377839516,100.0,0.3,Renewable
2256,2004,Germany,Bioenergy,10.7,1.74865174048047,20.2247191011235,1.79999999999999,Renewable
2257,2004,Germany,Other renewables,0.0,0.0,,0.0,Renewable
2262,2004,Greece,Coal,35.38,60.1569920660612,0.597099800966738,0.21,Fossil
2263,2004,Greece,Hard Coal,0.0,0.0,-100.0,-0.078,Fossil
2264,2004,Greece,Lignite,35.38,60.1569920660612,0.820699874615304,0.288000000000003,Fossil
2265,2004,Greece,Gas,8.991,15.2874933766522,12.0513459621136,0.967,Fossil
2266,2004,Greece,Other fossil,8.524,14.4934482863512,-3.34505045923576,-0.295000000000001,Fossil
2267,2004,Greece,Nuclear,0.0,0.0,,0.0,Fossil
2269,2004,Greece,Hydro,4.67207799999999,7.94398414861558,-1.97066722618549,-0.0939220000000009,Renewable
2271,2004,Greece,Wind,1.120765,1.90564870584847,9.77130264446621,0.0997650000000001,Renewable
2272,2004,Greece,Solar,0.000775,0.00131774078154882,inf,0.000775,Renewable
2273,2004,Greece,Bioenergy,0.124163,0.211115675689609,18.2504761904761,0.019163,Renewable
2274,2004,Greece,Other renewables,0.0,0.0,,0.0,Renewable
2279,2004,Hungary,Coal,8.178,24.2617456085661,-10.8178844056706,-0.991999999999999,Fossil
2280,2004,Hungary,Hard Coal,0.432,1.28161825665206,40.7166123778501,0.125,Fossil
2281,2004,Hungary,Lignite,7.746,22.9801273519141,-12.6029561096694,-1.11699999999999,Fossil
2282,2004,Hungary,Gas,11.719,34.7668619206147,-1.38012286459647,-0.163999999999999,Fossil
2283,2004,Hungary,Other fossil,0.959783,2.84739679450067,-44.9349971313826,-0.783217,Fossil
2284,2004,Hungary,Nuclear,11.915,35.348336870392,8.19032053028239,0.901999999999999,Fossil
2286,2004,Hungary,Hydro,0.20468,0.607225983267465,19.6959064327485,0.0336799999999999,Renewable
2288,2004,Hungary,Wind,0.00555,0.0164652345472661,38.7499999999999,0.00155,Renewable
2289,2004,Hungary,Solar,0.0,0.0,,0.0,Renewable
2290,2004,Hungary,Bioenergy,0.725372,2.15196758811162,351.430456239925,0.564689,Renewable
2291,2004,Hungary,Other renewables,0.0,0.0,,0.0,Renewable
2296,2004,Ireland,Coal,6.229,24.7035494745191,0.419152023214564,0.0259999999999998,Fossil
2297,2004,Ireland,Hard Coal,6.229,24.7035494745191,0.419152023214564,0.0259999999999998,Fossil
2298,2004,Ireland,Lignite,0.0,0.0,,0.0,Fossil
2299,2004,Ireland,Gas,12.895,51.1401943287725,-1.10437917018176,-0.144,Fossil
2300,2004,Ireland,Other fossil,4.697,18.6278009121554,4.8203525998661,0.216,Fossil
2301,2004,Ireland,Nuclear,0.0,0.0,,0.0,Fossil
2303,2004,Ireland,Hydro,0.63,2.49851279000594,5.35117056856186,0.032,Renewable
2305,2004,Ireland,Wind,0.655,2.59766012294269,44.2731277533039,0.201,Renewable
2306,2004,Ireland,Solar,0.0,0.0,,0.0,Renewable
2307,2004,Ireland,Bioenergy,0.109,0.432282371604203,26.7441860465116,0.023,Renewable
2308,2004,Ireland,Other renewables,0.0,0.0,,0.0,Renewable
2313,2004,Italy,Coal,45.518,15.4388681602198,17.2751397727565,6.70499999999999,Fossil
2314,2004,Italy,Hard Coal,45.518,15.4388681602198,17.2751397727565,6.70499999999999,Fossil
2315,2004,Italy,Lignite,0.0,0.0,,0.0,Fossil
2316,2004,Italy,Gas,129.843,44.0403567495809,10.6930946291559,12.5429999999999,Fossil
2317,2004,Italy,Other fossil,65.594775,22.2485408678826,-20.4048756188285,-16.8157689999999,Fossil
2318,2004,Italy,Nuclear,0.0,0.0,,0.0,Fossil
2320,2004,Italy,Hydro,42.337877,14.3602289464959,15.4570709412105,5.66807700000001,Renewable
2322,2004,Italy,Wind,1.846545,0.626314091280661,26.6491769547325,0.388545,Renewable
2323,2004,Italy,Solar,0.029,0.00983626645824454,20.8333333333333,0.005,Renewable
2324,2004,Italy,Bioenergy,4.220849,1.43163432565569,25.148480152093,0.848176,Renewable
2325,2004,Italy,Other renewables,5.437266,1.84422059242598,1.80239655495224,0.0962659999999999,Renewable
2330,2004,Latvia,Coal,0.0,0.0,,0.0,Fossil
2331,2004,Latvia,Hard Coal,0.0,0.0,,0.0,Fossil
2332,2004,Latvia,Lignite,0.0,0.0,,0.0,Fossil
