,Year,Area,Variable,Generation (TWh),Share of production (%),Change on last year (%),Change on last year (TWh),Kind of energy
8403,2016,Hungary,Other fossil,0.400393,1.25816675739619,18.9698410340217,0.063843,Fossil
8404,2016,Hungary,Nuclear,16.054,50.4469586712018,1.38941518251862,0.219999999999998,Fossil
8406,2016,Hungary,Hydro,0.259315,0.814853188477806,10.955410742327,0.025604,Renewable
8408,2016,Hungary,Wind,0.683692,2.14838557791399,-1.38910724150216,-0.00963100000000005,Renewable
8409,2016,Hungary,Solar,0.244,0.76672841134753,73.0496453900709,0.103,Renewable
8410,2016,Hungary,Bioenergy,2.07112399999999,6.50815415665468,-4.16928862796777,-0.0901080000000003,Renewable
8411,2016,Hungary,Other renewables,0.0,0.0,,0.0,Renewable
8416,2016,Ireland,Coal,4.695656,15.5377202813539,-3.66766685116669,-0.178777999999998,Fossil
8417,2016,Ireland,Hard Coal,4.695656,15.5377202813539,-3.66766685116669,-0.178777999999998,Fossil
8418,2016,Ireland,Lignite,0.0,0.0,,0.0,Fossil
8419,2016,Ireland,Gas,15.331555,50.7314447796417,23.9318128908346,2.960595,Fossil
8420,2016,Ireland,Other fossil,2.680355,8.86917743649203,-10.5249453790419,-0.31529,Fossil
8421,2016,Ireland,Nuclear,0.0,0.0,,0.0,Fossil
8423,2016,Ireland,Hydro,0.681025,2.25348193194072,-15.5569194906322,-0.125464999999999,Renewable
8425,2016,Ireland,Wind,6.147043,20.3402963699757,-6.48037623014641,-0.425954999999999,Renewable
8426,2016,Ireland,Solar,0.00616,0.0203831705161409,80.7511737089201,0.00275199999999999,Renewable
8427,2016,Ireland,Bioenergy,0.679216,2.24749603007973,41.9211136115272,0.200629,Renewable
8428,2016,Ireland,Other renewables,0.0,0.0,,0.0,Renewable
8433,2016,Italy,Coal,35.607,12.3981615957099,-17.5782967986852,-7.594,Fossil
8434,2016,Italy,Hard Coal,35.607,12.3981615957099,-17.5782967986852,-7.594,Fossil
8435,2016,Italy,Lignite,0.0,0.0,,0.0,Fossil
8436,2016,Italy,Gas,126.172,43.9323965752215,13.7935388444957,15.2939999999999,Fossil
8437,2016,Italy,Other fossil,17.406303,6.06077898665685,-3.19534878599203,-0.574550999999999,Fossil
8438,2016,Italy,Nuclear,0.0,0.0,,0.0,Fossil
8440,2016,Italy,Hydro,42.431756,14.7745041053089,-6.81982981696508,-3.10556799999999,Renewable
8442,2016,Italy,Wind,17.68867,6.15909762330964,19.1647171541784,2.84478799999999,Renewable
8443,2016,Italy,Solar,22.104259,7.69658143161248,-3.65236678343551,-0.837932999999999,Renewable
8444,2016,Italy,Bioenergy,19.497244,6.78883314469025,0.576674684878408,0.111791,Renewable
8445,2016,Italy,Other renewables,6.28857299999999,2.18964653749033,1.67506040044489,0.103602,Renewable
8450,2016,Latvia,Coal,0.0,0.0,,0.0,Fossil
8451,2016,Latvia,Hard Coal,0.0,0.0,,0.0,Fossil
8452,2016,Latvia,Lignite,0.0,0.0,,0.0,Fossil
8453,2016,Latvia,Gas,2.944,45.8168328927509,6.82148040638608,0.188,Fossil
8454,2016,Latvia,Other fossil,0.0,0.0,-100.0,-0.001,Fossil
8455,2016,Latvia,Nuclear,0.0,0.0,,0.0,Fossil
8457,2016,Latvia,Hydro,2.529521,39.366386194193,35.9698014626241,0.669166,Renewable
8459,2016,Latvia,Wind,0.127889,1.99030874382507,-13.0805042987732,-0.0192459999999999,Renewable
8460,2016,Latvia,Solar,0.000382,0.00594498307236102,62.5531914893616,0.000147,Renewable
8461,2016,Latvia,Bioenergy,0.823794,12.8205271861585,7.05644611076097,0.0542990000000001,Renewable
8462,2016,Latvia,Other renewables,0.0,0.0,,0.0,Renewable
8467,2016,Lithuania,Coal,0.0,0.0,,0.0,Fossil
8468,2016,Lithuania,Hard Coal,0.0,0.0,,0.0,Fossil
8469,2016,Lithuania,Lignite,0.0,0.0,,0.0,Fossil
8470,2016,Lithuania,Gas,0.986,28.9415295979974,-50.176856998484,-0.993,Fossil
8471,2016,Lithuania,Other fossil,0.325521,9.5548434647766,-3.20085641643248,-0.0107639999999999,Fossil
8472,2016,Lithuania,Nuclear,0.0,0.0,,0.0,Fossil
8474,2016,Lithuania,Hydro,0.453605,13.3144244759631,29.8786266689192,0.104352,Renewable
8476,2016,Lithuania,Wind,1.135938,33.3425793595233,40.1812830496029,0.325603,Renewable
8477,2016,Lithuania,Solar,0.06648,1.95135181305767,-9.32031154092726,-0.006833,Renewable
8478,2016,Lithuania,Bioenergy,0.439324999999999,12.8952712886817,-1.61267205045172,-0.00720100000000006,Renewable
8479,2016,Lithuania,Other renewables,0.0,0.0,,0.0,Renewable
8484,2016,Luxembourg,Coal,0.0,0.0,,0.0,Fossil
8485,2016,Luxembourg,Hard Coal,0.0,0.0,,0.0,Fossil
8486,2016,Luxembourg,Lignite,0.0,0.0,,0.0,Fossil
8487,2016,Luxembourg,Gas,0.257861,32.8551897772924,-69.212354649948,-0.579685999999999,Fossil
8488,2016,Luxembourg,Other fossil,0.069777,8.89059057821903,5.12225620320294,0.00340000000000001,Fossil
8489,2016,Luxembourg,Nuclear,0.0,0.0,,0.0,Fossil
8491,2016,Luxembourg,Hydro,0.115410999999999,14.7050166849081,16.2796086768157,0.0161579999999998,Renewable
8493,2016,Luxembourg,Wind,0.101486,12.930771965277,-0.355431623595936,-0.000361999999999987,Renewable
8494,2016,Luxembourg,Solar,0.100288,12.7781295829346,-3.30984082297702,-0.003433,Renewable
8495,2016,Luxembourg,Bioenergy,0.140018,17.8403014113686,11.157156012829,0.0140539999999999,Renewable
8496,2016,Luxembourg,Other renewables,0.0,0.0,,0.0,Renewable
8501,2016,Malta,Coal,0.0,0.0,,0.0,Fossil
8502,2016,Malta,Hard Coal,0.0,0.0,,0.0,Fossil
8503,2016,Malta,Lignite,0.0,0.0,,0.0,Fossil
8504,2016,Malta,Gas,0.0,0.0,,0.0,Fossil
8505,2016,Malta,Other fossil,0.720834,84.103075077822,-40.0802992518703,-0.482166,Fossil
8506,2016,Malta,Nuclear,0.0,0.0,,0.0,Fossil
8508,2016,Malta,Hydro,0.0,0.0,,0.0,Renewable
8510,2016,Malta,Wind,5.8e-05,0.00676713134301888,0.0,0.0,Renewable
8511,2016,Malta,Solar,0.127885,14.920941237965,34.6299610485314,0.0328949999999999,Renewable
8512,2016,Malta,Bioenergy,0.008307,0.969216552869963,25.0112866817155,0.001662,Renewable
8513,2016,Malta,Other renewables,0.0,0.0,,0.0,Renewable
8518,2016,Netherlands,Coal,36.7201219999999,31.9099298296717,-6.74231519357179,-2.65478,Fossil
8519,2016,Netherlands,Hard Coal,36.7201219999999,31.9099298296717,-6.74231519357179,-2.65478,Fossil
8520,2016,Netherlands,Lignite,0.0,0.0,,0.0,Fossil
8521,2016,Netherlands,Gas,53.8962919999999,46.8360888288851,14.0109655210082,6.62338999999999,Fossil
8522,2016,Netherlands,Other fossil,5.720968,4.97154359775268,-1.70549902478112,-0.0992639999999989,Fossil
8523,2016,Netherlands,Nuclear,3.96,3.44125550905032,-2.86975717439293,-0.116999999999999,Fossil
8525,2016,Netherlands,Hydro,0.100078999999999,0.0869690429520827,7.96125093043074,0.00737999999999998,Renewable
8527,2016,Netherlands,Wind,8.170455,7.10015739398934,8.21975307137576,0.620581,Renewable
8528,2016,Netherlands,Solar,1.60181099999999,1.39198003237561,44.5000942699223,0.493291999999999,Renewable
8529,2016,Netherlands,Bioenergy,4.904553,4.26207576532305,-0.59446079284815,-0.0293299999999998,Renewable
8530,2016,Netherlands,Other renewables,0.0,0.0,,0.0,Renewable
8535,2016,Poland,Coal,130.322,78.4660247989052,-0.150935879067415,-0.197000000000002,Fossil
8536,2016,Poland,Hard Coal,79.402,47.8074254621835,2.19836795634154,1.70799999999999,Fossil
8537,2016,Poland,Lignite,50.92,30.6585993367217,-3.60624704212021,-1.905,Fossil
8538,2016,Poland,Gas,7.831,4.7149939396282,22.6084233599499,1.444,Fossil
8539,2016,Poland,Other fossil,5.126809,3.08681820516298,10.5814683833495,0.490581,Fossil
8540,2016,Poland,Nuclear,0.0,0.0,,0.0,Fossil
8542,2016,Poland,Hydro,2.139446,1.28814645947667,16.7694940934266,0.30725,Renewable
8544,2016,Poland,Wind,12.58759,7.57890570355314,15.925279726736,1.729225,Renewable
8545,2016,Poland,Solar,0.123874999999999,0.0745843282175257,118.709722982397,0.0672359999999999,Renewable
8546,2016,Poland,Bioenergy,7.95645,4.79052656505616,-19.9299456840545,-1.980411,Renewable
8547,2016,Poland,Other renewables,0.0,0.0,,0.0,Renewable
8552,2016,Portugal,Coal,12.63,21.3553277992091,-14.2391525768995,-2.09699999999999,Fossil
8553,2016,Portugal,Hard Coal,12.63,21.3553277992091,-14.2391525768995,-2.09699999999999,Fossil
8554,2016,Portugal,Lignite,0.0,0.0,,0.0,Fossil
8555,2016,Portugal,Gas,12.582,21.2741674085233,19.1251656883166,2.02,Fossil
8556,2016,Portugal,Other fossil,1.62006,2.73926463613514,0.518332748032213,0.00835400000000019,Fossil
8557,2016,Portugal,Nuclear,0.0,0.0,,0.0,Fossil
8559,2016,Portugal,Hydro,15.723323,26.585646615823,81.5520132426442,7.062817,Renewable
8561,2016,Portugal,Wind,12.474096,21.0917188502616,7.46455049683663,0.866457999999998,Renewable
8562,2016,Portugal,Solar,0.870603,1.47205165858867,9.35094296964786,0.074448,Renewable
8563,2016,Portugal,Bioenergy,3.070446,5.1916374362447,-1.07853835291661,-0.0334769999999999,Renewable
8564,2016,Portugal,Other renewables,0.171622,0.290185595214242,-15.7038026660903,-0.031972,Renewable
8569,2016,Romania,Coal,15.881,24.5854778670864,-12.3806896551724,-2.24399999999999,Fossil
8570,2016,Romania,Hard Coal,0.142,0.21983110995065,-28.2828282828282,-0.056,Fossil
8571,2016,Romania,Lignite,15.739,24.3656467571358,-12.2050538294193,-2.18799999999999,Fossil
8572,2016,Romania,Gas,9.655,14.9469673702361,2.86597059450244,0.269,Fossil
8573,2016,Romania,Other fossil,0.804298,1.24513888782456,41.2776676040702,0.234994999999999,Fossil
8574,2016,Romania,Nuclear,11.286,17.4719289218524,-3.04123711340207,-0.354000000000001,Fossil
8576,2016,Romania,Hydro,18.028207,27.9095827833104,8.39420115719764,1.39613,Renewable
8578,2016,Romania,Wind,6.59,10.2020212293999,-6.69594629990669,-0.472929999999999,Renewable
8579,2016,Romania,Solar,1.819742,2.81715425129448,-8.18657921291624,-0.162258,Renewable
8580,2016,Romania,Bioenergy,0.530692,0.821567685929089,1.46259764990193,0.00765000000000004,Renewable
8581,2016,Romania,Other renewables,0.000104,0.000161003066442729,0.0,0.0,Renewable
8586,2016,Slovakia,Coal,2.799,10.4882527073106,-1.09540636042402,-0.0309999999999996,Fossil
8587,2016,Slovakia,Hard Coal,1.068,4.00194851425787,11.25,0.108,Fossil
8588,2016,Slovakia,Lignite,1.731,6.48630419305279,-7.4331550802139,-0.139,Fossil
8589,2016,Slovakia,Gas,1.524,5.71064563270506,-4.98753117206982,-0.08,Fossil
8590,2016,Slovakia,Other fossil,0.961,3.60100423427136,5.37280701754385,0.0489999999999999,Fossil
8591,2016,Slovakia,Nuclear,14.774,55.3602877805673,-2.45609401822264,-0.372000000000001,Fossil
8593,2016,Slovakia,Hydro,4.359,16.3337954809457,12.7521986549405,0.493,Renewable
8595,2016,Slovakia,Wind,0.006,0.0224828568216734,0.0,0.0,Renewable
8596,2016,Slovakia,Solar,0.533,1.99722711432532,5.33596837944665,0.027,Renewable
8597,2016,Slovakia,Bioenergy,1.731,6.48630419305279,4.15162454873647,0.0690000000000001,Renewable
8598,2016,Slovakia,Other renewables,0.0,0.0,,0.0,Renewable
8603,2016,Slovenia,Coal,5.01,30.8881375310045,14.2531356898517,0.625,Fossil
8604,2016,Slovenia,Hard Coal,0.386,2.37980460817719,8.73239436619719,0.031,Fossil
8605,2016,Slovenia,Lignite,4.624,28.5083329228273,14.7394540942927,0.593999999999999,Fossil
8606,2016,Slovenia,Gas,0.421,2.59559000011035,4.20792079207918,0.0169999999999999,Fossil
8607,2016,Slovenia,Other fossil,0.018577,0.114532720741211,-24.2095385745175,-0.00593399999999999,Fossil
8608,2016,Slovenia,Nuclear,5.715,35.2346718542296,1.18626062322946,0.0670000000000001,Fossil
8610,2016,Slovenia,Hydro,4.50327699999999,27.7640397836745,18.2861566166828,0.696172999999998,Renewable
8612,2016,Slovenia,Wind,0.005778,0.0356230855597093,-4.14731254147311,-0.000249999999999999,Renewable
8613,2016,Slovenia,Solar,0.267472,1.64904429574707,-2.46506607543977,-0.00675999999999998,Renewable
8614,2016,Slovenia,Bioenergy,0.278715,1.71836072893291,5.7400838439213,0.0151299999999999,Renewable
8615,2016,Slovenia,Other renewables,0.0,0.0,,0.0,Renewable
8620,2016,Spain,Coal,36.434,13.4345844900093,-29.0698127165829,-14.932,Fossil
8621,2016,Spain,Hard Coal,36.434,13.4345844900093,-29.0698127165829,-14.932,Fossil
8622,2016,Spain,Lignite,0.0,0.0,,0.0,Fossil
8623,2016,Spain,Gas,52.828,19.4796681516773,0.626678603401975,0.329,Fossil
8624,2016,Spain,Other fossil,18.66754,6.88342326811847,-3.36858437751201,-0.650752999999998,Fossil
8625,2016,Spain,Nuclear,58.633,21.6201897239588,2.5124134554864,1.437,Fossil
8627,2016,Spain,Hydro,36.395385,13.4203456888872,29.3368336886993,8.255385,Renewable
8629,2016,Spain,Wind,48.905,18.0331106791432,-0.851495184997463,-0.420000000000001,Renewable
8630,2016,Spain,Solar,13.64273,5.03058705767647,-1.56372682502499,-0.216723999999999,Renewable
8631,2016,Spain,Bioenergy,5.68993,2.09809094052913,-1.28239048759986,-0.0739150000000004,Renewable
8632,2016,Spain,Other renewables,0.0,0.0,,0.0,Renewable
8637,2016,Sweden,Coal,0.263,0.168708014396605,-32.0413436692506,-0.124,Fossil
8638,2016,Sweden,Hard Coal,0.263,0.168708014396605,-32.0413436692506,-0.124,Fossil
8639,2016,Sweden,Lignite,0.0,0.0,,0.0,Fossil
8640,2016,Sweden,Gas,0.679,0.435561755799601,52.2421524663677,0.233,Fossil
8641,2016,Sweden,Other fossil,2.721,1.74545439989795,17.894280762565,0.413,Fossil
8642,2016,Sweden,Nuclear,63.101,40.4777354237269,11.9844537516859,6.753,Fossil
8644,2016,Sweden,Hydro,62.0175599999999,39.7827353814537,-17.6530126838735,-13.2949219999999,Renewable
8646,2016,Sweden,Wind,15.479,9.92939678648309,-5.16480823428501,-0.843,Renewable
8647,2016,Sweden,Solar,0.143,0.0917309736072797,47.4226804123711,0.0459999999999999,Renewable
8648,2016,Sweden,Bioenergy,11.487078,7.36867726463471,6.70764514630748,0.722077999999999,Renewable
8649,2016,Sweden,Other renewables,0.0,0.0,,0.0,Renewable
8654,2016,United Kingdom,Coal,30.6685989999999,9.15971478660363,-59.5818197019571,-45.209629,Fossil
8655,2016,United Kingdom,Hard Coal,30.6685989999999,9.15971478660363,-59.5818197019571,-45.209629,Fossil
8656,2016,United Kingdom,Lignite,0.0,0.0,,0.0,Fossil
8657,2016,United Kingdom,Gas,143.356074,42.8158048813134,43.5348955142274,43.480658,Fossil
8658,2016,United Kingdom,Other fossil,7.461493,2.22850570259957,11.830548570459,0.789351,Fossil
8659,2016,United Kingdom,Nuclear,71.726081,21.422251623585,1.96343865828403,1.38117900000001,Fossil
8661,2016,United Kingdom,Hydro,5.39391,1.61098578988264,-14.3452502981848,-0.903359,Renewable
8663,2016,United Kingdom,Wind,37.154944,11.0969754422831,-7.74623654109168,-3.11977499999999,Renewable
8664,2016,United Kingdom,Solar,10.40792,3.1085077841928,38.1668380047748,2.875056,Renewable
8665,2016,United Kingdom,Bioenergy,28.651428,8.55725130153188,0.639179735672534,0.181971000000004,Renewable
8666,2016,United Kingdom,Other renewables,8.99999999999999e-06,2.6880077919253e-06,-99.5497748874437,-0.00199,Renewable
8671,2017,Austria,Coal,1.75785,2.60691247865834,-13.9417877646895,-0.284778999999999,Fossil
8672,2017,Austria,Hard Coal,1.75785,2.60691247865834,-13.9417877646895,-0.284778999999999,Fossil
8673,2017,Austria,Lignite,0.0,0.0,,0.0,Fossil
8674,2017,Austria,Gas,10.913953,16.1855222386385,28.5863965515981,2.42631099999999,Fossil
8675,2017,Austria,Other fossil,3.703373,5.492146250719,1.65580992415423,0.0603220000000002,Fossil
8676,2017,Austria,Nuclear,0.0,0.0,,0.0,Fossil
8678,2017,Austria,Hydro,38.29375,56.7900871687704,-4.19697494732285,-1.67758699999998,Renewable
8680,2017,Austria,Wind,6.571511,9.74562905227442,25.5341808094156,1.336673,Renewable
8681,2017,Austria,Solar,1.268971,1.88189910114945,15.7803353235719,0.172954999999999,Renewable
8682,2017,Austria,Bioenergy,4.920843,7.29766875570644,2.93901197151336,0.140494999999999,Renewable
8683,2017,Austria,Other renewables,9.1e-05,0.000134954083430275,333.333333333333,7e-05,Renewable
8688,2017,Belgium,Coal,0.0909,0.106832960965422,-76.6623876765083,-0.2986,Fossil
8689,2017,Belgium,Hard Coal,0.0909,0.106832960965422,-76.6623876765083,-0.2986,Fossil
8690,2017,Belgium,Lignite,0.0,0.0,,0.0,Fossil
8691,2017,Belgium,Gas,23.0285,27.0649377512895,4.09631909882788,0.906200000000001,Fossil
8692,2017,Belgium,Other fossil,3.8829,4.5634950949685,2.67604516487294,0.1012,Fossil
8693,2017,Belgium,Nuclear,42.2268,49.6283176688084,-2.97819543689543,-1.29619999999999,Fossil
8695,2017,Belgium,Hydro,0.2701,0.317443154639829,-26.9999999999999,-0.0998999999999996,Renewable
8697,2017,Belgium,Wind,6.5137,7.65542197844301,19.7877779208121,1.076,Renewable
8698,2017,Belgium,Solar,3.3073,3.88700387019736,6.85599819068851,0.2122,Renewable
8699,2017,Belgium,Bioenergy,5.76589999999999,6.77654752068786,6.07270318996282,0.330099999999998,Renewable
8700,2017,Belgium,Other renewables,0.0,0.0,,0.0,Renewable
8705,2017,Bulgaria,Coal,20.914091,46.5648093539598,8.00501445982233,1.55009099999999,Fossil
8706,2017,Bulgaria,Hard Coal,0.395697,0.881011532699836,-14.9038709677419,-0.0693029999999999,Fossil
8707,2017,Bulgaria,Lignite,20.518394,45.68379782126,8.56867559130112,1.61939399999999,Fossil
8708,2017,Bulgaria,Gas,1.922482,4.2803680932831,-6.35742815392108,-0.130517999999999,Fossil
8709,2017,Bulgaria,Other fossil,0.400756,0.892275295993286,26.0238993710691,0.082756,Fossil
8710,2017,Bulgaria,Nuclear,15.545499,34.6117456047778,-1.46108646044624,-0.230501,Fossil
8712,2017,Bulgaria,Hydro,2.828103,6.29671531162228,-27.107779131212,-1.051739,Renewable
8714,2017,Bulgaria,Wind,1.50406399999999,3.3487687041313,5.55057299451917,0.0790939999999997,Renewable
8715,2017,Bulgaria,Solar,1.402965,3.12367378315788,1.20248576240988,0.0166700000000001,Renewable
8716,2017,Bulgaria,Bioenergy,0.395980999999999,0.881643853074482,11.9811432805261,0.0423669999999999,Renewable
8717,2017,Bulgaria,Other renewables,0.0,0.0,,0.0,Renewable
8722,2017,Croatia,Coal,1.3671,11.6021114807522,-47.3382126348228,-1.2289,Fossil
8723,2017,Croatia,Hard Coal,1.3487,11.4459569556656,-47.6436335403726,-1.2273,Fossil
8724,2017,Croatia,Lignite,0.0184,0.156154525086563,-8.0,-0.0016,Fossil
8725,2017,Croatia,Gas,3.0901,26.2246248896734,94.8360655737704,1.5041,Fossil
8726,2017,Croatia,Other fossil,0.2103,1.78474438183176,204.782608695652,0.1413,Fossil
8727,2017,Croatia,Nuclear,0.0,0.0,,0.0,Fossil
8729,2017,Croatia,Hydro,5.30739999999999,45.0420938285015,-22.5434425276108,-1.544699,Renewable
8731,2017,Croatia,Wind,1.204,10.2179374024034,18.7086393071517,0.189751999999999,Renewable
8732,2017,Croatia,Solar,0.0787,0.667900061103944,20.0775087349903,0.0131589999999999,Renewable
8733,2017,Croatia,Bioenergy,0.5256,4.46058795573358,21.8291054739653,0.094176,Renewable
8734,2017,Croatia,Other renewables,0.0,0.0,,0.0,Renewable
8739,2017,Cyprus,Coal,0.0,0.0,,0.0,Fossil
8740,2017,Cyprus,Hard Coal,0.0,0.0,,0.0,Fossil
8741,2017,Cyprus,Lignite,0.0,0.0,,0.0,Fossil
8742,2017,Cyprus,Gas,0.0,0.0,,0.0,Fossil
8743,2017,Cyprus,Other fossil,4.569154,91.3033721561077,2.37853461796997,0.106154,Fossil
8744,2017,Cyprus,Nuclear,0.0,0.0,,0.0,Fossil
8746,2017,Cyprus,Hydro,0.0,0.0,,0.0,Renewable
8748,2017,Cyprus,Wind,0.211448,4.22527133812182,-6.72824557456738,-0.0152529999999999,Renewable
8749,2017,Cyprus,Solar,0.172012999999999,3.43725927265497,17.8679841301383,0.0260759999999999,Renewable
8750,2017,Cyprus,Bioenergy,0.05175,1.03409723311549,-0.520943465139078,-0.000271,Renewable
8751,2017,Cyprus,Other renewables,0.0,0.0,,0.0,Renewable
8756,2017,Czech Republic,Coal,41.4437969999999,48.3160795019077,-1.26317005765476,-0.530203000000007,Fossil
8757,2017,Czech Republic,Hard Coal,4.47169399999999,5.21319807671589,-21.8781621243885,-1.252306,Fossil
8758,2017,Czech Republic,Lignite,36.972103,43.1028814251918,1.99200827586205,0.722102999999997,Fossil
8759,2017,Czech Republic,Gas,3.698476,4.31176372309462,-0.738701019860432,-0.0275239999999996,Fossil
8760,2017,Czech Republic,Other fossil,2.67368699999999,3.11704242869487,-5.33268798122578,-0.150611,Fossil
8761,2017,Czech Republic,Nuclear,28.3395999999999,33.0389217631836,17.5721871888483,4.23559999999999,Fossil
8763,2017,Czech Republic,Hydro,1.869464,2.17946177204647,-6.52848248731522,-0.130571999999999,Renewable
8765,2017,Czech Republic,Wind,0.591038,0.689044949154841,18.9314166014363,0.094081,Renewable
8766,2017,Czech Republic,Solar,2.193367,2.5570749308723,2.9046824821542,0.0619119999999999,Renewable
8767,2017,Czech Republic,Bioenergy,4.966978,5.79061093104541,4.45075315488094,0.211648,Renewable
8768,2017,Czech Republic,Other renewables,0.0,0.0,,0.0,Renewable
8773,2017,Denmark,Coal,6.20854799999999,20.0006546028178,-29.9674740714713,-2.656687,Fossil
8774,2017,Denmark,Hard Coal,6.20854799999999,20.0006546028178,-29.9674740714713,-2.656687,Fossil
8775,2017,Denmark,Lignite,0.0,0.0,,0.0,Fossil
8776,2017,Denmark,Gas,2.018162,6.5014494684638,-10.5662897428477,-0.238439,Fossil
8777,2017,Denmark,Other fossil,1.00200699999999,3.22793605148992,-2.39034820684918,-0.0245379999999999,Fossil
8778,2017,Denmark,Nuclear,0.0,0.0,,0.0,Fossil
8780,2017,Denmark,Hydro,0.017871,0.0575709003791155,-7.26961394769611,-0.00140099999999999,Renewable
8782,2017,Denmark,Wind,14.78,47.613334877921,15.6337901337463,1.99826899999999,Renewable
8783,2017,Denmark,Solar,0.751485,2.4208868038386,1.03592460136059,0.00770499999999985,Renewable
8784,2017,Denmark,Bioenergy,6.26365099999999,20.1781672950896,29.2742653514519,1.41840899999999,Renewable
8785,2017,Denmark,Other renewables,0.0,0.0,,0.0,Renewable
8790,2017,Estonia,Coal,0.0176,0.136249358621627,inf,0.0176,Fossil
8791,2017,Estonia,Hard Coal,0.0176,0.136249358621627,inf,0.0176,Fossil
8792,2017,Estonia,Lignite,0.0,0.0,,0.0,Fossil
8793,2017,Estonia,Gas,0.063,0.487710772338779,-14.8648648648648,-0.0109999999999999,Fossil
8794,2017,Estonia,Other fossil,11.035699,85.4322108347347,4.22836229693994,0.447699000000001,Fossil
8795,2017,Estonia,Nuclear,0.0,0.0,,0.0,Fossil
8797,2017,Estonia,Hydro,0.026,0.201277461600131,-25.7142857142857,-0.009,Renewable
8799,2017,Estonia,Wind,0.723,5.59706172064979,21.7171717171717,0.129,Renewable
8800,2017,Estonia,Solar,0.014492,0.11218896051958,49.7571561434329,0.004815,Renewable
8801,2017,Estonia,Bioenergy,1.03770099999999,8.03330089153528,17.2543502824858,0.152700999999999,Renewable
8802,2017,Estonia,Other renewables,0.0,0.0,,0.0,Renewable
8807,2017,EU-27,Coal,638.888604,21.807809165272,-3.07042652179285,-20.237998,Fossil
8808,2017,EU-27,Hard Coal,334.603428,11.4213458468103,-6.30284030928796,-22.5081739999999,Fossil
8809,2017,EU-27,Lignite,304.285176,10.3864633184617,0.751676572355686,2.27017599999999,Fossil
8810,2017,EU-27,Gas,525.912408,17.9514822451155,12.6463530279928,59.042071,Fossil
8811,2017,EU-27,Other fossil,129.858484,4.43258655708238,-2.02412700259861,-2.682804,Fossil
8812,2017,EU-27,Nuclear,759.358643,25.9199307529735,-1.11545330312831,-8.56583899999998,Fossil
8814,2017,EU-27,Hydro,294.395964,10.0489051796239,-14.8026523108248,-51.149962,Renewable
8816,2017,EU-27,Wind,312.31317,10.6604906841649,17.0112096844959,45.4044089999999,Renewable
8817,2017,EU-27,Solar,107.927972,3.68401095626808,6.82084867804613,6.891542,Renewable
8818,2017,EU-27,Bioenergy,153.703225,5.24650240730677,1.73698253474776,2.62421599999999,Renewable
8819,2017,EU-27,Other renewables,7.273751,0.248282052192789,0.210926836768399,0.0153100000000012,Renewable
8824,2017,EU27+1,Coal,661.419049,20.2711209659484,-4.11370678700908,-28.3761519999999,Fossil
8825,2017,EU27+1,Hard Coal,357.133873,10.9454119163427,-7.90301514130165,-30.6463279999999,Fossil
8826,2017,EU27+1,Lignite,304.285176,9.32570904960572,0.751676572355686,2.27017599999999,Fossil
8827,2017,EU27+1,Gas,662.658228,20.3090992301751,8.5921907106705,52.431817,Fossil
8828,2017,EU27+1,Other fossil,136.438965,4.18157107534985,-2.54553229196211,-3.563816,Fossil
8829,2017,EU27+1,Nuclear,829.695069,25.4284316939138,-1.18567109208262,-9.95549400000004,Fossil
8831,2017,EU27+1,Hydro,300.297525,9.20349582349257,-14.4304823234715,-50.6423109999999,Renewable
8833,2017,EU27+1,Wind,361.946225,11.0929005163009,19.0363134593785,57.88252,Renewable
8834,2017,EU27+1,Solar,119.403426,3.65946716511134,7.14174922281838,7.95907599999999,Renewable
8835,2017,EU27+1,Bioenergy,183.727275,5.6308596220504,2.22379585044907,3.99683799999999,Renewable
8836,2017,EU27+1,Other renewables,7.277945,0.223053907657442,0.268583513008979,0.0194950000000009,Renewable
8841,2017,Finland,Coal,5.857,8.72568551306479,-16.0166332090622,-1.117,Fossil
8842,2017,Finland,Hard Coal,5.857,8.72568551306479,-16.0166332090622,-1.117,Fossil
8843,2017,Finland,Lignite,0.0,0.0,,0.0,Fossil
8844,2017,Finland,Gas,3.3,4.91629882074676,-11.7174959871589,-0.438,Fossil
8845,2017,Finland,Other fossil,4.012955,5.97845028309389,-3.63246985809344,-0.151264,Fossil
8846,2017,Finland,Nuclear,22.477,33.4859541193712,-3.12890574494677,-0.725999999999999,Fossil
8848,2017,Finland,Hydro,14.771469,22.0063501895143,-6.50452395249434,-1.027658,Renewable
8850,2017,Finland,Wind,4.795192,7.14381720450131,56.2949126168783,1.727151,Renewable
8851,2017,Finland,Solar,0.048513,0.0722740620275418,119.854074141212,0.026447,Renewable
8852,2017,Finland,Bioenergy,11.861537,17.67116980768,2.94039872346147,0.338814000000001,Renewable
8853,2017,Finland,Other renewables,0.0,0.0,,0.0,Renewable
8858,2017,France,Coal,12.818153,2.30510462022602,23.9132153829199,2.473693,Fossil
8859,2017,France,Hard Coal,12.818153,2.30510462022602,23.9132153829199,2.473693,Fossil
8860,2017,France,Lignite,0.0,0.0,,0.0,Fossil
8861,2017,France,Gas,40.500366,7.28323189678301,15.8242525556747,5.53327999999999,Fossil
8862,2017,France,Other fossil,11.782692,2.1188963626741,4.70674591043844,0.529652000000002,Fossil
8863,2017,France,Nuclear,398.359129,71.6374245780272,-1.1995057523983,-4.83635300000003,Fossil
