LOCATION,Country,SUBJECT,Subject,MEASURE,Measure,TIME,Time,Unit Code,Unit,Value,Flag Codes,Flags
IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1987,1987,USD,US Dollar,10107.33983,,
ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1987,1987,USD,US Dollar,15222.48156,,
JPN,Japan,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1987,1987,USD,US Dollar,15681.60545,,
KOR,Korea,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1987,1987,USD,US Dollar,5852.102998,,
LUX,Luxembourg,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1987,1987,USD,US Dollar,22024.63919,,
MEX,Mexico,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1987,1987,USD,US Dollar,6171.622672,,
NLD,Netherlands,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1987,1987,USD,US Dollar,15558.35718,,
NZL,New Zealand,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1987,1987,USD,US Dollar,13375.67523,,
NOR,Norway,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1987,1987,USD,US Dollar,16301.70838,,
PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1987,1987,USD,US Dollar,8774.772028,,
ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1987,1987,USD,US Dollar,10649.37639,,
SWE,Sweden,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1987,1987,USD,US Dollar,17572.74778,,
CHE,Switzerland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1987,1987,USD,US Dollar,23167.11981,,
TUR,Turkey,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1987,1987,USD,US Dollar,6986.819248,,
GBR,United Kingdom,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1987,1987,USD,US Dollar,14119.89015,,
USA,United States,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1987,1987,USD,US Dollar,19993.22608,,
CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1987,1987,USD,US Dollar,3620.786392,,
CHN,China (People's Republic of),T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1987,1987,USD,US Dollar,758.937825,,
ISR,Israel,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1987,1987,USD,US Dollar,12978.39048,,
ZAF,South Africa,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1987,1987,USD,US Dollar,5884.63712,,
G-7,G7,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1987,1987,USD,US Dollar,17102.02275,,
COL,Colombia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1987,1987,USD,US Dollar,3301.632922,,
AUS,Australia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,17113.13788,,
AUT,Austria,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,16856.08828,,
BEL,Belgium,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,16338.53766,,
CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,18923.75376,,
DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,16595.55809,,
FIN,Finland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,16029.91428,,
FRA,France,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,15406.99005,,
DEU,Germany,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,16777.94878,,
GRC,Greece,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,11954.32429,,
ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,20491.5261,,
IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,11047.22855,,
ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,16412.50796,,
JPN,Japan,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,17242.22146,,
KOR,Korea,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,6718.788442,,
LUX,Luxembourg,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,24519.63985,,
MEX,Mexico,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,6340.201977,,
NLD,Netherlands,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,16553.08155,,
NZL,New Zealand,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,13852.61965,,
NOR,Norway,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,16745.65621,,
PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,9790.097336,,
ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,11561.2377,,
SWE,Sweden,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,18574.12259,,
CHE,Switzerland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,24575.41682,,
TUR,Turkey,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,7261.956372,,
GBR,United Kingdom,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,15425.50569,,
USA,United States,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,21367.89616,,
CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,3954.628344,,
CHN,China (People's Republic of),T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,860.294365,,
ISR,Israel,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,13595.77073,,
ZAF,South Africa,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,6207.398552,,
G-7,G7,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,18428.42859,,
COL,Colombia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,3499.37184,,
AUS,Australia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,17819.34497,,
AUT,Austria,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,18116.00372,,
BEL,Belgium,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,17504.47042,,
CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,19763.4839,,
DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,17350.66738,,
FIN,Finland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,17442.65631,,
FRA,France,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,16607.30027,,
DEU,Germany,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,17985.69538,,
GRC,Greece,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,12827.3328,,
ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,21108.22723,,
IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,12220.45356,,
ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,17620.63166,,
JPN,Japan,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,18723.2826,,
KOR,Korea,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,7402.413626,,
LUX,Luxembourg,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,27703.38311,,
MEX,Mexico,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,6731.458396,,
NLD,Netherlands,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,17858.34002,,
NZL,New Zealand,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,14434.59604,,
NOR,Norway,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,17507.95505,,
PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,10862.95087,,
ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,12570.0709,,
SWE,Sweden,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,19681.74682,,
CHE,Switzerland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,26440.76446,,
TUR,Turkey,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,7436.786777,,
GBR,United Kingdom,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,16397.05207,,
USA,United States,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,22804.67446,,
CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,4468.183757,,
CHN,China (People's Republic of),T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,917.762613,,
ISR,Israel,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,13970.81806,,
ZAF,South Africa,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,6460.748345,,
G-7,G7,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,19744.77742,,
COL,Colombia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,3689.148775,,
AUS,Australia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,17824.8857,,
AUT,Austria,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,19462.00199,,
BEL,Belgium,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,18676.85303,,
CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,20229.75282,,
CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,12681.90623,,
DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,18237.27743,,
FIN,Finland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,18136.51011,,
FRA,France,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,17635.93311,,
DEU,Germany,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,19469.48299,,
GRC,Greece,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,13214.42115,,
ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,21976.89452,,
IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,13766.97262,,
ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,18627.65438,,
JPN,Japan,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,20289.48826,,
KOR,Korea,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,8355.387926,,
LUX,Luxembourg,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,29928.56525,,
MEX,Mexico,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,7196.211256,,
NLD,Netherlands,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,19171.41109,,
NZL,New Zealand,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,14681.34243,,
NOR,Norway,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,18453.20962,,
POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,6201.544292,,
PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,11759.76492,,
ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,13513.17419,,
SWE,Sweden,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,20413.95367,,
CHE,Switzerland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,28132.04446,,
TUR,Turkey,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,8287.285722,,
GBR,United Kingdom,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,17087.46642,,
USA,United States,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,23835.31923,,
CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,4728.303799,,
CHN,China (People's Republic of),T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,974.881366,,
IDN,Indonesia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,4083.99597,,
ISR,Israel,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,15128.65613,,
SVN,Slovenia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,12366.17843,,
ZAF,South Africa,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,6566.47949,,
G-7,G7,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,20883.99041,,
COL,Colombia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,4994.610582,,
AUS,Australia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,18165.37752,,
AUT,Austria,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,20605.85842,,
BEL,Belgium,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,19587.72567,,
CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,20224.68059,,
CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,11648.73541,,
DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,19064.84672,,
FIN,Finland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,17550.08138,,
FRA,France,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,18331.56081,,
DEU,Germany,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,20994.97478,,
GRC,Greece,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,13966.57293,,
HUN,Hungary,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,8342.870288,,
ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,22390.12657,,
IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,14424.88883,,
ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,19534.47512,,
JPN,Japan,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,21624.04728,,
KOR,Korea,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,9474.577836,,
LUX,Luxembourg,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,33163.68843,,
MEX,Mexico,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,7616.689736,,
NLD,Netherlands,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,20140.11386,,
NZL,New Zealand,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,14528.5709,,
NOR,Norway,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,19568.83505,,
POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,5949.276397,,
PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,12724.50699,,
ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,14300.47674,,
SWE,Sweden,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,20722.03214,,
CHE,Switzerland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,28466.02049,,
TUR,Turkey,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,8502.695585,,
GBR,United Kingdom,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,17409.31823,,
USA,United States,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,24289.54759,,
CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,5182.146936,,
CHN,China (People's Republic of),T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,1087.034876,,
IDN,Indonesia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,4538.195644,,
ISR,Israel,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,16224.06136,,
SVN,Slovenia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,11625.15139,,
ZAF,South Africa,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,6575.051401,,
G-7,G7,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,21673.78274,,
COL,Colombia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,5200.787121,,
CRI,Costa Rica,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,5557.827976,,
AUS,Australia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,19136.15902,,
AUT,Austria,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,21281.16348,,
BEL,Belgium,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,20257.75873,,
CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,20626.20897,,
CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,11843.36575,,
DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,19815.56101,,
FIN,Finland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,17261.20805,,
FRA,France,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,18954.97524,,
DEU,Germany,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,21743.10127,,
GRC,Greece,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,14280.32567,,
HUN,Hungary,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,8289.156432,,
ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,21861.80549,,
IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,15122.4962,,
ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,20138.67208,,
JPN,Japan,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,22234.86269,,
KOR,Korea,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,10184.84683,,
LUX,Luxembourg,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,34070.2019,,
MEX,Mexico,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,7938.419669,,
NLD,Netherlands,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,20793.21036,,
NZL,New Zealand,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,14872.40924,,
NOR,Norway,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,20614.11806,,
POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,6227.429585,,
PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,13161.57337,,
SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,7182.751041,,
ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,14727.84679,,
SWE,Sweden,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,20825.45743,,
CHE,Switzerland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,28837.90918,,
TUR,Turkey,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,9066.297266,,
GBR,United Kingdom,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,17832.1519,,
USA,United States,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,25378.62464,,
CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,5845.085132,,
CHN,China (People's Republic of),T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,1255.346714,,
IDN,Indonesia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,4820.131146,,
ISR,Israel,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,17236.44853,,
SVN,Slovenia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,11273.87216,,
ZAF,South Africa,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,6440.682765,,
G-7,G7,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,22471.31045,,
COL,Colombia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,5441.441068,,
CRI,Costa Rica,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,6073.686523,,
AUS,Australia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1993,1993,USD,US Dollar,20162.39481,,
AUT,Austria,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1993,1993,USD,US Dollar,21720.51646,,
BEL,Belgium,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1993,1993,USD,US Dollar,20459.0466,,
CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1993,1993,USD,US Dollar,21440.05253,,
CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1993,1993,USD,US Dollar,12116.56759,,
DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1993,1993,USD,US Dollar,20217.0503,,
FIN,Finland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1993,1993,USD,US Dollar,17468.84198,,
FRA,France,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1993,1993,USD,US Dollar,19198.75299,,
DEU,Germany,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1993,1993,USD,US Dollar,21919.6117,,
