,Chaîne,Période,Somme,Candidat
58,FranceCulture,2022-03-27,11.133333333333333,Roussel
62,RTL,2022-03-27,25.1,Roussel
66,Europe1,2022-03-27,46.16666666666667,Roussel
70,RMC,2022-03-27,37.766666666666666,Roussel
74,BFMBusiness,2022-03-27,17.1,Roussel
78,RadioClassique,2022-03-27,0.7333333333333333,Roussel
82,SudRadio,2022-03-27,3.2666666666666666,Roussel
86,TV5Monde,2022-03-27,40.88333333333333,Roussel
90,Euronews,2022-03-27,0.0,Roussel
94,RFI,2022-03-27,14.316666666666666,Roussel
98,France24,2022-03-27,14.366666666666665,Roussel
102,RMC Story,2022-03-27,24.9,Roussel
2,TF1,2022-04-03,0.7166666666666667,Roussel
6,France2,2022-04-03,24.4,Roussel
10,France3,2022-04-03,1.5166666666666666,Roussel
14,France5,2022-04-03,6.233333333333333,Roussel
18,M6,2022-04-03,0.8500000000000001,Roussel
22,C8,2022-04-03,8.166666666666666,Roussel
26,TMC,2022-04-03,8.45,Roussel
30,BFMTV,2022-04-03,0.8,Roussel
34,Cnews,2022-04-03,21.983333333333334,Roussel
38,LCI,2022-04-03,161.0,Roussel
42,FranceinfoTV,2022-04-03,149.01666666666668,Roussel
46,FranceInter,2022-04-03,3.4833333333333334,Roussel
50,FranceInfo,2022-04-03,47.43333333333333,Roussel
54,FranceCulture,2022-04-03,10.666666666666666,Roussel
58,RTL,2022-04-03,12.133333333333333,Roussel
62,Europe1,2022-04-03,1.5333333333333332,Roussel
66,RMC,2022-04-03,4.35,Roussel
70,RadioClassique,2022-04-03,0.0,Roussel
74,SudRadio,2022-04-03,0.7666666666666666,Roussel
78,TV5Monde,2022-04-03,22.766666666666666,Roussel
82,RFI,2022-04-03,11.2,Roussel
86,France24,2022-04-03,11.983333333333334,Roussel
90,RMC Story,2022-04-03,1.8,Roussel
2,TF1,2022-04-08,10.716666666666667,Roussel
6,France2,2022-04-08,32.800000000000004,Roussel
10,France3,2022-04-08,2.3833333333333333,Roussel
14,France5,2022-04-08,10.450000000000001,Roussel
18,M6,2022-04-08,2.8166666666666664,Roussel
22,C8,2022-04-08,10.5,Roussel
26,TMC,2022-04-08,18.566666666666666,Roussel
30,BFMTV,2022-04-08,33.56666666666667,Roussel
34,Cnews,2022-04-08,83.05,Roussel
38,LCI,2022-04-08,211.31666666666666,Roussel
42,FranceinfoTV,2022-04-08,183.91666666666666,Roussel
46,FranceInter,2022-04-08,14.583333333333334,Roussel
50,FranceInfo,2022-04-08,85.68333333333334,Roussel
54,FranceCulture,2022-04-08,11.383333333333333,Roussel
58,RTL,2022-04-08,15.683333333333334,Roussel
62,Europe1,2022-04-08,51.13333333333333,Roussel
66,RMC,2022-04-08,17.21666666666667,Roussel
70,RadioClassique,2022-04-08,0.0,Roussel
74,SudRadio,2022-04-08,1.6666666666666667,Roussel
78,TV5Monde,2022-04-08,30.433333333333334,Roussel
82,RFI,2022-04-08,24.116666666666667,Roussel
86,France24,2022-04-08,21.56666666666667,Roussel
90,RMC Story,2022-04-08,7.366666666666666,Roussel
2,TF1,2022-03-13,10.65,Zemmour
6,France2,2022-03-13,0.4666666666666667,Zemmour
10,France3,2022-03-13,16.183333333333334,Zemmour
14,France5,2022-03-13,29.266666666666666,Zemmour
18,M6,2022-03-13,2.416666666666667,Zemmour
22,C8,2022-03-13,6.933333333333334,Zemmour
26,TMC,2022-03-13,3.433333333333333,Zemmour
30,BFMTV,2022-03-13,60.11666666666666,Zemmour
34,Cnews,2022-03-13,15.016666666666666,Zemmour
38,RMCDecouverte,2022-03-13,0.0,Zemmour
42,LCI,2022-03-13,146.91666666666669,Zemmour
46,FranceinfoTV,2022-03-13,8.600000000000001,Zemmour
50,FranceInter,2022-03-13,1.9,Zemmour
54,FranceInfo,2022-03-13,23.2,Zemmour
58,FranceCulture,2022-03-13,9.549999999999999,Zemmour
62,RTL,2022-03-13,118.28333333333333,Zemmour
66,Europe1,2022-03-13,15.566666666666666,Zemmour
70,RMC,2022-03-13,64.61666666666667,Zemmour
74,BFMBusiness,2022-03-13,1.0,Zemmour
78,RadioClassique,2022-03-13,0.0,Zemmour
82,SudRadio,2022-03-13,0.0,Zemmour
86,TV5Monde,2022-03-13,0.0,Zemmour
90,Euronews,2022-03-13,0.0,Zemmour
94,RFI,2022-03-13,17.683333333333334,Zemmour
98,France24,2022-03-13,18.816666666666666,Zemmour
102,RMC Story,2022-03-13,10.866666666666667,Zemmour
2,TF1,2022-03-20,29.683333333333334,Zemmour
6,France2,2022-03-20,67.39999999999999,Zemmour
10,France3,2022-03-20,16.233333333333334,Zemmour
14,France5,2022-03-20,32.833333333333336,Zemmour
18,M6,2022-03-20,3.1666666666666665,Zemmour
22,C8,2022-03-20,53.96666666666667,Zemmour
26,TMC,2022-03-20,9.15,Zemmour
30,BFMTV,2022-03-20,60.31666666666666,Zemmour
34,Cnews,2022-03-20,110.33333333333334,Zemmour
38,RMCDecouverte,2022-03-20,0.0,Zemmour
42,LCI,2022-03-20,149.28333333333333,Zemmour
46,FranceinfoTV,2022-03-20,53.88333333333333,Zemmour
50,FranceInter,2022-03-20,18.51666666666667,Zemmour
54,FranceInfo,2022-03-20,26.733333333333334,Zemmour
58,FranceCulture,2022-03-20,30.783333333333335,Zemmour
62,RTL,2022-03-20,120.03333333333333,Zemmour
66,Europe1,2022-03-20,113.11666666666666,Zemmour
70,RMC,2022-03-20,66.51666666666667,Zemmour
74,BFMBusiness,2022-03-20,1.8166666666666667,Zemmour
78,RadioClassique,2022-03-20,0.0,Zemmour
82,SudRadio,2022-03-20,17.666666666666668,Zemmour
86,TV5Monde,2022-03-20,59.53333333333333,Zemmour
90,Euronews,2022-03-20,0.0,Zemmour
94,RFI,2022-03-20,18.71666666666667,Zemmour
98,France24,2022-03-20,21.2,Zemmour
102,RMC Story,2022-03-20,11.566666666666666,Zemmour
2,TF1,2022-03-27,29.9,Zemmour
6,France2,2022-03-27,68.28333333333333,Zemmour
10,France3,2022-03-27,17.383333333333333,Zemmour
14,France5,2022-03-27,36.08333333333333,Zemmour
18,M6,2022-03-27,19.266666666666666,Zemmour
22,C8,2022-03-27,106.73333333333333,Zemmour
26,TMC,2022-03-27,12.283333333333333,Zemmour
30,BFMTV,2022-03-27,219.95,Zemmour
34,Cnews,2022-03-27,399.2333333333333,Zemmour
38,RMCDecouverte,2022-03-27,0.0,Zemmour
42,LCI,2022-03-27,270.85,Zemmour
46,FranceinfoTV,2022-03-27,140.6,Zemmour
50,FranceInter,2022-03-27,32.15,Zemmour
54,FranceInfo,2022-03-27,89.63333333333333,Zemmour
58,FranceCulture,2022-03-27,30.983333333333334,Zemmour
62,RTL,2022-03-27,121.61666666666666,Zemmour
66,Europe1,2022-03-27,126.01666666666667,Zemmour
70,RMC,2022-03-27,179.35000000000002,Zemmour
74,BFMBusiness,2022-03-27,18.433333333333334,Zemmour
78,RadioClassique,2022-03-27,0.0,Zemmour
82,SudRadio,2022-03-27,19.166666666666668,Zemmour
86,TV5Monde,2022-03-27,60.1,Zemmour
90,Euronews,2022-03-27,0.0,Zemmour
94,RFI,2022-03-27,25.916666666666668,Zemmour
98,France24,2022-03-27,25.583333333333332,Zemmour
102,RMC Story,2022-03-27,86.36666666666666,Zemmour
2,TF1,2022-04-03,0.7166666666666667,Zemmour
6,France2,2022-04-03,7.516666666666667,Zemmour
10,France3,2022-04-03,1.2333333333333334,Zemmour
14,France5,2022-04-03,7.8,Zemmour
18,M6,2022-04-03,1.1833333333333333,Zemmour
22,C8,2022-04-03,10.133333333333333,Zemmour
26,TMC,2022-04-03,9.3,Zemmour
30,BFMTV,2022-04-03,8.850000000000001,Zemmour
34,Cnews,2022-04-03,17.55,Zemmour
38,LCI,2022-04-03,90.61666666666667,Zemmour
42,FranceinfoTV,2022-04-03,128.86666666666667,Zemmour
46,FranceInter,2022-04-03,7.6,Zemmour
50,FranceInfo,2022-04-03,30.51666666666667,Zemmour
54,FranceCulture,2022-04-03,0.8,Zemmour
58,RTL,2022-04-03,9.65,Zemmour
62,Europe1,2022-04-03,19.266666666666666,Zemmour
66,RMC,2022-04-03,5.616666666666667,Zemmour
70,RadioClassique,2022-04-03,0.0,Zemmour
74,SudRadio,2022-04-03,0.7666666666666666,Zemmour
78,TV5Monde,2022-04-03,7.516666666666667,Zemmour
82,RFI,2022-04-03,15.8,Zemmour
86,France24,2022-04-03,8.466666666666667,Zemmour
90,RMC Story,2022-04-03,2.433333333333333,Zemmour
2,TF1,2022-04-08,10.85,Zemmour
6,France2,2022-04-08,32.81666666666667,Zemmour
10,France3,2022-04-08,2.3833333333333333,Zemmour
14,France5,2022-04-08,11.483333333333334,Zemmour
18,M6,2022-04-08,2.9833333333333334,Zemmour
22,C8,2022-04-08,10.633333333333333,Zemmour
26,TMC,2022-04-08,18.383333333333333,Zemmour
30,BFMTV,2022-04-08,32.75,Zemmour
34,Cnews,2022-04-08,69.51666666666667,Zemmour
38,LCI,2022-04-08,210.38333333333333,Zemmour
42,FranceinfoTV,2022-04-08,184.38333333333335,Zemmour
46,FranceInter,2022-04-08,14.166666666666666,Zemmour
50,FranceInfo,2022-04-08,74.93333333333332,Zemmour
54,FranceCulture,2022-04-08,10.516666666666667,Zemmour
58,RTL,2022-04-08,15.299999999999999,Zemmour
62,Europe1,2022-04-08,47.11666666666667,Zemmour
66,RMC,2022-04-08,17.083333333333336,Zemmour
70,RadioClassique,2022-04-08,0.0,Zemmour
74,SudRadio,2022-04-08,1.6666666666666667,Zemmour
78,TV5Monde,2022-04-08,32.083333333333336,Zemmour
82,RFI,2022-04-08,23.816666666666666,Zemmour
86,France24,2022-04-08,19.23333333333333,Zemmour
90,RMC Story,2022-04-08,7.4,Zemmour
