Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées
17008;Porte Pouchet-Bessières;OUI;23;18;5;4;1;OUI;OUI;2022-03-10T15:57:44+01:00;48.8978765,2.3230632;Paris;
15112;Vigée-Lebrun - Anselme Payen;OUI;24;24;0;0;0;OUI;OUI;2022-03-10T15:54:48+01:00;48.838683941628375,2.3110422492027287;Paris;
7025;Octave Gréard - Tour Eiffel;OUI;33;1;32;25;7;OUI;OUI;2022-03-10T15:57:31+01:00;48.856502977695634,2.293178754328878;Paris;
22409;Henri Barbusse - Stalingrad;OUI;16;11;5;2;3;OUI;OUI;2022-03-10T15:57:14+01:00;48.814183748660554,2.2872862592339516;Malakoff;
5020;Institut du Monde Arabe - Saint-Germain;OUI;40;2;33;27;6;OUI;OUI;2022-03-10T15:58:22+01:00;48.84906329950134,2.3558086529374123;Paris;
19015;Thionville - Ourcq;OUI;24;23;1;0;1;OUI;OUI;2022-03-10T15:57:54+01:00;48.88917613743794,2.3833653330802917;Paris;
31024_relais;Romainville - Vaillant-couturier;OUI;0;0;0;0;0;OUI;OUI;2022-03-10T15:48:44+01:00;48.868054,2.4470495;Montreuil;
9022;Rossini - Laffitte;OUI;33;0;32;20;12;OUI;OUI;2022-03-10T15:57:50+01:00;48.87334627510507,2.337980867701675;Paris;
9028;Moncey - Blanche;OUI;17;14;3;0;3;OUI;OUI;2022-03-10T15:57:23+01:00;48.88006587474148,2.3310810327529907;Paris;
20042;Pyrénées - Emmery;OUI;40;38;1;0;1;OUI;OUI;2022-03-10T15:56:32+01:00;48.872010281270974,2.392039597034455;Paris;
11027;Saint-Ambroise - Parmentier;OUI;38;35;3;1;2;OUI;OUI;2022-03-10T15:57:39+01:00;48.86214784454763,2.3772348091006275;Paris;
17043;Belidor - Gouvion-Saint-Cyr;OUI;39;29;10;3;7;OUI;OUI;2022-03-10T15:55:40+01:00;48.88022154052015,2.2854680567979813;Paris;
19026;Place de Rhin et Danube;OUI;17;17;0;0;0;OUI;OUI;2022-03-10T15:54:43+01:00;48.88192765861766,2.392586767673493;Paris;
11002;Roquette - Thiéré;OUI;23;9;14;9;5;OUI;OUI;2022-03-10T15:56:17+01:00;48.85507930579506,2.3733686318721463;Paris;
31009;Place Du Général De Gaulle;OUI;26;23;2;0;2;OUI;OUI;2022-03-10T15:56:19+01:00;48.8687591,2.4329931;Montreuil;
11047;Amelot - Saint-Sébastien;OUI;30;7;19;13;6;OUI;OUI;2022-03-10T15:56:47+01:00;48.86114216276092,2.367799618107727;Paris;
8034;Berri - Haussmann;OUI;35;1;34;19;15;OUI;OUI;2022-03-10T15:56:17+01:00;48.874746047357135,2.3082953318953514;Paris;
14020;Cimetière de Montrouge;OUI;58;52;5;2;3;OUI;OUI;2022-03-10T15:54:03+01:00;48.822009,2.322188699;Paris;
31022;Mairie de Montreuil;OUI;52;33;15;1;14;OUI;OUI;2022-03-10T15:58:13+01:00;48.86131452758348,2.440614402294159;Montreuil;
46002;Rouget de Lisle;OUI;35;22;13;11;2;OUI;OUI;2022-03-10T15:58:16+01:00;48.764615483395254,2.4071189761161804;Choisy-le-Roi;
18003;Cimetière de Montmartre;OUI;43;43;0;0;0;OUI;OUI;2022-03-10T15:52:28+01:00;48.886472466141925,2.3328901827335358;Paris;
10016;Récollets - Square Villemin;OUI;17;14;3;2;1;OUI;OUI;2022-03-10T15:58:24+01:00;48.875034655883944,2.359801238597928;Paris;
42706;Roger Salengro - Fontainebleau;OUI;25;23;2;0;2;OUI;OUI;2022-03-10T15:56:42+01:00;48.814548697324845,2.36116636544466;Le Kremlin-Bicêtre;
15042;Henry Farman;OUI;16;2;14;13;1;OUI;OUI;2022-03-10T15:54:00+01:00;48.83372430280548,2.2713854536414146;Paris;
33102;Gabriel Péri - Francisco Ferrer;OUI;18;16;2;1;1;OUI;OUI;2022-03-10T15:52:04+01:00;48.88633710236977,2.407338917255402;Le Pré-Saint-Gervais;
18011;Pajol - Place Herbert;OUI;39;32;7;3;4;OUI;OUI;2022-03-10T15:55:20+01:00;48.8927825,2.3635598;Paris;
15104;Hôpital Européen Georges Pompidou;OUI;64;19;44;37;7;OUI;OUI;2022-03-10T15:56:35+01:00;48.83769531916335,2.275374233722687;Paris;
44006;Concorde - Stalingrad;OUI;35;29;6;1;5;OUI;OUI;2022-03-10T15:57:38+01:00;48.7985844,2.3821302;Vitry-sur-Seine;
19120;Carducci - Place Hannah Arendt;OUI;27;26;0;0;0;OUI;OUI;2022-03-10T15:55:29+01:00;48.877436681515796,2.3860743641853337;Paris;
10024;Buisson Saint-Louis - Saint-Maur;OUI;19;13;5;0;5;OUI;OUI;2022-03-10T15:55:52+01:00;48.87174684930295,2.3722528328789854;Paris;
18031;Place Albert Kahn;OUI;46;45;1;0;1;OUI;OUI;2022-03-10T15:58:18+01:00;48.8957969797804,2.345585584134864;Paris;
15054;Lecourbe - Jean Maridor;OUI;19;14;5;3;2;OUI;OUI;2022-03-10T15:53:13+01:00;48.83796366147599,2.2877392172813416;Paris;
15106;Grenelle - Violet;OUI;35;4;31;26;5;OUI;OUI;2022-03-10T15:58:21+01:00;48.84993035512154,2.294612042605877;Paris;
14008;Mouton Duvernet - Général Leclerc;OUI;39;32;5;1;4;OUI;OUI;2022-03-10T15:58:19+01:00;48.831632518292565,2.3293121159076686;Paris;
14106;Marc Sangnier - Porte de Vanves;OUI;21;20;1;1;0;OUI;OUI;2022-03-10T15:51:31+01:00;48.825218683556734,2.3107116669416428;Paris;
18046;Etienne Jodelle - Saint Ouen;OUI;33;29;3;1;2;OUI;OUI;2022-03-10T15:57:22+01:00;48.88794016394694,2.326124420314341;Paris;
31102;Boissière - Etienne Dolet;OUI;21;20;1;0;1;OUI;OUI;2022-03-10T15:53:51+01:00;48.876111,2.4677312;Montreuil;
2111;Chabanais - Petits Champs;OUI;30;1;28;10;18;OUI;OUI;2022-03-10T15:57:25+01:00;48.86703740186721,2.336716018617153;Paris;
44013;Edouard Tremblay - Julian Grimau;OUI;30;30;0;0;0;OUI;OUI;2022-03-10T15:56:10+01:00;48.78138382511671,2.3723508417606354;Vitry-sur-Seine;
21005;Hôtel de Ville de Boulogne Billancourt;OUI;26;18;7;5;2;OUI;OUI;2022-03-10T15:58:28+01:00;48.83495885166784,2.2416803240776066;Boulogne-Billancourt;
15110;Place Robert Guillemard;OUI;24;5;18;18;0;OUI;OUI;2022-03-10T15:58:25+01:00;48.836191728066666,2.2811267160086417;Paris;
20131;Repos - Cimetière du Père Lachaise;OUI;33;29;3;2;1;OUI;OUI;2022-03-10T15:58:26+01:00;48.859358523592554,2.389613136684456;Paris;
44003;Gabriel Péri - Danielle Casanova;OUI;20;17;2;0;2;OUI;OUI;2022-03-10T15:55:52+01:00;48.790114,2.4025777;Vitry-sur-Seine;
15034;Lakanal - Commerce;OUI;53;49;2;1;1;OUI;OUI;2022-03-10T15:58:05+01:00;48.84442462786544,2.294059172272682;Paris;
41202;Gare Rer de Fontenay sous Bois;OUI;61;56;5;2;3;OUI;OUI;2022-03-10T15:57:24+01:00;48.8436279,2.4630465;Fontenay-sous-Bois;
42021;Raspail - Manufacture des Oeillets;OUI;32;27;5;4;1;OUI;OUI;2022-03-10T15:57:19+01:00;48.8094458,2.3903009;Ivry-sur-Seine;
35020;Marcelle - Thalie;OUI;20;19;0;0;0;OUI;OUI;2022-03-10T15:52:12+01:00;48.8835462,2.4137883;Pantin;
20115;Louis Lumière - Porte de Bagnolet;OUI;20;20;0;0;0;OUI;OUI;2022-03-10T15:57:32+01:00;48.86431136000005,2.4105210229754443;Paris;
22402;Jean Jaurès - Salvador Allende;OUI;43;39;2;1;1;OUI;OUI;2022-03-10T15:55:42+01:00;48.821475594736775,2.3026576638221745;Malakoff;
21008;Victor Hugo - Galliéni;OUI;34;21;13;13;0;OUI;OUI;2022-03-10T15:58:16+01:00;48.83802015441127,2.2460845112800603;Boulogne-Billancourt;
1119;Cossonnerie - Sébastopol;OUI;24;6;19;10;9;OUI;OUI;2022-03-10T15:56:44+01:00;48.86132665908402,2.349419631063938;Paris;
17013;Legendre - Dulong;OUI;23;21;2;0;2;OUI;OUI;2022-03-10T15:56:51+01:00;48.885325169402904,2.316423766314984;Paris;
17031;Place de la Porte de Champerret;OUI;28;19;8;7;1;OUI;OUI;2022-03-10T15:56:44+01:00;48.88561741628322,2.290781411279206;Paris;
11026;Chemin Vert - Saint-Maur;OUI;45;35;7;3;4;OUI;OUI;2022-03-10T15:57:36+01:00;48.86112461407359,2.381299026310444;Paris;
13050;Quai Panhard et Levassor;OUI;57;4;50;37;13;OUI;OUI;2022-03-10T15:52:20+01:00;48.82837482809675,2.384273745805574;Paris;
11030;Oberkampf - République;OUI;24;18;6;0;6;OUI;OUI;2022-03-10T15:56:57+01:00;48.865316087070475,2.3761147849099955;Paris;
19024;Botzaris - Parc des Buttes Chaumont;OUI;20;19;1;0;1;OUI;OUI;2022-03-10T15:57:47+01:00;48.877951,2.381464;Paris;
8057;Hoche - Tilsitt;OUI;33;32;0;0;0;OUI;OUI;2022-03-10T15:52:15+01:00;48.87483645783703,2.297132313251496;Paris;
15021;Joseph Liouville - Croix Nivert;OUI;64;43;21;20;1;OUI;OUI;2022-03-10T15:57:36+01:00;48.844835471244416,2.297508493065834;Paris;
17105;Place Madeleine Daniélou;OUI;42;38;4;0;4;OUI;OUI;2022-03-10T15:55:27+01:00;48.883498,2.282015;Paris;
15103;Cauchy - Cévennes;OUI;51;5;44;41;3;OUI;OUI;2022-03-10T15:55:05+01:00;48.8433725710224,2.275132834911347;Paris;
18009;Jean-François Lépine - Stephenson;OUI;22;21;1;0;1;OUI;OUI;2022-03-10T15:56:49+01:00;48.88611466796807,2.356855627529275;Paris;
22003;Beffroy;OUI;26;7;18;15;3;OUI;OUI;2022-03-10T15:57:54+01:00;48.886591074487995,2.261394560337067;Neuilly-sur-Seine;
16038;Molitor - Chardon-Lagache;OUI;34;23;11;8;3;OUI;OUI;2022-03-10T15:53:42+01:00;48.84520880183234,2.2656840831041336;Paris;
16108;Sablons - Georges Mandel;OUI;38;36;2;1;1;OUI;OUI;2022-03-10T15:55:55+01:00;48.863875,2.28189;Paris;
19022;Marché Secrétan;OUI;26;23;3;2;1;OUI;OUI;2022-03-10T15:58:28+01:00;48.88125496379482,2.373463287949562;Paris;
11024;Mairie du 11ème;OUI;51;40;11;4;7;OUI;OUI;2022-03-10T15:57:43+01:00;48.858925,2.3789759;Paris;
24001;Arche - Léonard de Vinci;OUI;28;22;5;5;0;OUI;OUI;2022-03-10T15:55:25+01:00;48.89790972494496,2.2383723043644914;Courbevoie;
22016;Charles de Gaulle - Sablonville;OUI;26;16;9;5;4;OUI;OUI;2022-03-10T15:58:07+01:00;48.87991924860035,2.2763770446181297;Neuilly-sur-Seine;
14136;Auguste Cain - Jean Moulin;OUI;40;40;0;0;0;OUI;OUI;2022-03-10T15:52:52+01:00;48.82577028927573,2.3210415244102482;Paris;
8025;Miromesnil - La Boétie;OUI;35;3;31;25;6;OUI;OUI;2022-03-10T15:58:05+01:00;48.87372241291653,2.315848097205162;Paris;
32302;Chemin Vert - Fraternité;OUI;20;19;1;0;1;OUI;OUI;2022-03-10T15:53:54+01:00;48.877141208359035,2.4461565166711807;Romainville;
9032;Mathurins - Auber;OUI;36;11;25;21;4;OUI;OUI;2022-03-10T15:58:05+01:00;48.872988840743595,2.3294984212276404;Paris;
13002;Arago - Glacière;OUI;27;20;7;4;3;OUI;OUI;2022-03-10T15:58:05+01:00;48.83486054775774,2.3445770524322067;Paris;
16040;Exelmans - Michel-Ange;OUI;33;24;6;2;4;OUI;OUI;2022-03-10T15:54:40+01:00;48.84309486651855,2.2597770800669053;Paris;
22006;Pierret - Madrid;OUI;28;18;10;4;6;OUI;OUI;2022-03-10T15:57:52+01:00;48.882976576876565,2.260125767248034;Neuilly-sur-Seine;
17028;Reims - Raymond Pitet;OUI;37;34;3;0;3;OUI;OUI;2022-03-10T15:56:06+01:00;48.8888,2.296319;Paris;
21301;Saint-Vincent - Verdun;OUI;34;15;18;18;0;OUI;OUI;2022-03-10T15:53:03+01:00;48.819211549234495,2.254007756710053;Issy-les-Moulineaux;
19029;Seine - Flandre;OUI;19;15;4;1;3;OUI;OUI;2022-03-10T15:49:01+01:00;48.886785741479684,2.3746193200349808;Paris;
21110;Parc Roger Salengro;OUI;35;35;0;0;0;NON;NON;2022-03-10T15:56:41+01:00;48.905303858641844,2.310559451580048;Clichy;
11042;Grand Prieuré - Crussol;OUI;49;13;33;30;3;OUI;OUI;2022-03-10T15:57:03+01:00;48.86466062793517,2.369226553182906;Paris;
9005;Square d'Anvers;OUI;33;32;1;0;1;OUI;OUI;2022-03-10T15:53:23+01:00;48.882633484310816,2.344884406212207;Paris;
7102;Mairie du 7ème;OUI;27;7;20;12;8;OUI;OUI;2022-03-10T15:57:41+01:00;48.8577967,2.3192664;Paris;
15013;Volontaire - Lecourbe;OUI;31;17;13;8;5;OUI;OUI;2022-03-10T15:58:23+01:00;48.8435137879902,2.3065522313117985;Paris;
19013;Laumière - Petit;OUI;34;30;4;2;2;OUI;OUI;2022-03-10T15:58:25+01:00;48.88467368538326,2.380039058625698;Paris;
1002;Victoria - Place du Chatelet;OUI;22;1;21;20;1;OUI;OUI;2022-03-10T15:57:58+01:00;48.85799259152685,2.3469167947769165;Paris;
11004;Charonne - Faubourg Saint-Antoine;OUI;34;10;23;18;5;OUI;OUI;2022-03-10T15:56:55+01:00;48.85219190969573,2.3740932717919354;Paris;
42301;Gare Arcueil - Cachan;OUI;26;18;8;4;4;OUI;OUI;2022-03-10T15:55:25+01:00;48.799824,2.328171;Arcueil;
42504;Gare RER de Gentilly;OUI;30;26;4;0;4;OUI;OUI;2022-03-10T15:56:13+01:00;48.814280450380224,2.3410347104072575;Gentilly;
42015;Place Jean Ferrat;OUI;25;21;4;0;4;OUI;OUI;2022-03-10T15:48:45+01:00;48.8184945213025,2.3744174838066106;Ivry-sur-Seine;
19008;Flandre - Alphonse Karr;OUI;26;25;1;0;1;OUI;OUI;2022-03-10T15:55:35+01:00;48.89465,2.381868;Paris;
32016;Place de la Porte de Paris;OUI;40;32;6;3;3;OUI;OUI;2022-03-10T15:56:02+01:00;48.93009363207303,2.3564037680625916;Saint-Denis;
92008;Hôtel de Ville de Nanterre;OUI;38;4;34;12;22;OUI;OUI;2022-03-10T15:57:57+01:00;48.892371898250424,2.205548956990242;Nanterre;
41402;Victor Hugo - Ecoles;OUI;25;8;17;11;6;OUI;OUI;2022-03-10T15:57:38+01:00;48.80476007936134,2.4180373930262093;Alfortville;
43003;Hôpital Bégin;OUI;26;7;18;7;11;OUI;OUI;2022-03-10T15:57:37+01:00;48.84571672113014,2.4272462725639348;Vincennes;
12009;Charenton - Diderot;OUI;18;13;5;4;1;OUI;OUI;2022-03-10T15:57:41+01:00;48.84617146118711,2.3793068155646324;Paris;
18012;Stephenson - Doudeauville;OUI;36;34;2;0;2;OUI;OUI;2022-03-10T15:57:11+01:00;48.888537048944826,2.3561610281467438;Paris;
19125;Place de l'Édit de Nantes;OUI;30;27;2;1;1;OUI;OUI;2022-03-10T15:52:37+01:00;48.88879,2.3785;Paris;
23009;Anatole France - Louise Michel;OUI;50;47;3;2;1;OUI;OUI;2022-03-10T15:56:25+01:00;48.88873214926474,2.2881576418876652;Levallois-Perret;
42029;Stalingrad - Germaine Tailleferre;OUI;28;27;1;0;1;OUI;OUI;2022-03-10T15:55:56+01:00;48.80257200481316,2.3786691203713417;Ivry-sur-Seine;
6013;Jacques Callot - Mazarine;OUI;28;3;24;16;8;OUI;OUI;2022-03-10T15:57:56+01:00;48.85528017533187,2.337574325501919;Paris;
28001;Richard Wallace - Place du 8 Mai 1945;OUI;30;14;15;14;1;OUI;OUI;2022-03-10T15:55:32+01:00;48.87866794788021,2.2420343756675725;Puteaux;
26007;Square Gilbert Thomain;OUI;20;16;4;2;2;OUI;OUI;2022-03-10T15:53:49+01:00;48.90717373809284,2.2695400938391685;Asnières-sur-Seine;
17102;Alfred Roll - Berthier;OUI;28;19;6;4;2;OUI;OUI;2022-03-10T15:56:48+01:00;48.88780857052871,2.30009529817631;Paris;
16111;Faustin Hélie - Desbordes-Valmore;OUI;33;25;5;1;4;OUI;OUI;2022-03-10T15:54:36+01:00;48.859403,2.276522;Paris;
7015;Varenne;OUI;47;11;36;29;7;OUI;OUI;2022-03-10T15:56:47+01:00;48.8572026618033,2.315277121961117;Paris;
19005;Flandre - Riquet;OUI;21;19;2;2;0;OUI;OUI;2022-03-10T15:58:09+01:00;48.888013281448,2.3737595955229;Paris;
14021;Place de la Porte de Châtillon;OUI;59;58;1;0;1;OUI;OUI;2022-03-10T15:56:13+01:00;48.8242469,2.3186306;Paris;
11115;Montreuil - Gonnet;OUI;24;19;4;4;0;OUI;OUI;2022-03-10T15:52:30+01:00;48.85050056492107,2.389085628786445;Paris;
15025;Dupleix - du Guesclin;OUI;47;28;19;13;6;OUI;OUI;2022-03-10T15:56:34+01:00;48.85147910413369,2.296709530055523;Paris;
35018;Ancien Canal - Hélène Brion;OUI;23;13;9;3;6;OUI;OUI;2022-03-10T15:57:37+01:00;48.89484799296163,2.4188338592648506;Pantin;
41606;Pasteur - Gambetta;OUI;19;1;18;7;11;OUI;OUI;2022-03-10T15:57:20+01:00;48.84572797384512,2.4236011505126953;Saint-Mandé;
10113;Parmentier - Hôpital Saint-Louis;OUI;43;39;2;2;0;OUI;OUI;2022-03-10T15:55:04+01:00;48.87137987425661,2.369896383666685;Paris;
18141;Clignancourt - Sofia;OUI;19;18;1;0;1;OUI;OUI;2022-03-10T15:57:54+01:00;48.88511992309783,2.34719488842051;Paris;
23001;Paul Vaillant Couturier - Chaptal;OUI;39;3;36;6;30;OUI;OUI;2022-03-10T15:57:07+01:00;48.89347957618252,2.277525365352631;Levallois-Perret;
41102;Gare de Laplace;OUI;43;33;10;3;7;OUI;OUI;2022-03-10T15:58:22+01:00;48.80893199114179,2.3349460959434514;Arcueil;
11102;Alexandre Dumas - Voltaire;OUI;59;47;8;2;6;OUI;OUI;2022-03-10T15:53:58+01:00;48.85288867036487,2.389147640809553;Paris;
16124;Route de Sèvres - Porte de Bagatelle;OUI;66;9;57;57;0;OUI;OUI;2022-03-10T15:58:23+01:00;48.87525984132485,2.249415814876557;Paris;
33003;Bordier - Félix Faure;OUI;48;44;3;0;3;OUI;OUI;2022-03-10T15:53:26+01:00;48.90390751882016,2.3830059170722966;Aubervilliers;
20043;Charonne - Avron;OUI;27;27;0;0;0;OUI;OUI;2022-03-10T15:53:39+01:00;48.85160266522164,2.398403047037931;Paris;
5021;Jussieu - Fossés Saint-Bernard;OUI;39;10;29;28;1;OUI;OUI;2022-03-10T15:58:26+01:00;48.84718551002347,2.3534858599305153;Paris;
22505;Mairie de La Garenne Colombes;OUI;22;17;5;3;2;OUI;OUI;2022-03-10T15:57:21+01:00;48.90663823468682,2.24679596722126;La Garenne-Colombes;
13045;Jean Colly - Tolbiac;OUI;36;28;8;7;1;OUI;OUI;2022-03-10T15:56:47+01:00;48.827817291597846,2.3705490678548813;Paris;
19115;Porte de la Villette;OUI;27;20;6;0;6;OUI;OUI;2022-03-10T15:56:12+01:00;48.89835196548483,2.386150136590004;Paris;
12034;Pirogues de Bercy - Libourne;OUI;49;1;48;30;18;OUI;OUI;2022-03-10T15:57:53+01:00;48.832308,2.38637;Paris;
17042;Porte Maillot - Pereire;OUI;52;29;22;9;13;OUI;OUI;2022-03-10T15:58:28+01:00;48.877775,2.284444;Paris;
15033;Place Violet;OUI;30;27;3;3;0;OUI;OUI;2022-03-10T15:58:22+01:00;48.84487893836502,2.2905756533145905;Paris;
33019;Madeleine Vionnet;OUI;34;10;24;6;18;OUI;OUI;2022-03-10T15:57:10+01:00;48.90251907406377,2.37408958375454;Aubervilliers;
33001;Victor Hugo - Magasins Généraux;OUI;34;2;32;8;24;OUI;OUI;2022-03-10T15:56:24+01:00;48.903281401126755,2.368072383105755;Aubervilliers;
16034;Porte d'Auteuil;OUI;33;15;18;9;9;OUI;OUI;2022-03-10T15:55:33+01:00;48.8479394142243,2.2608396783471107;Paris;
14019;Sarrette - Général Leclerc;OUI;22;19;3;0;3;OUI;OUI;2022-03-10T15:49:36+01:00;48.82503085292528,2.326412869398186;Paris;
