Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées
;;OUI;;46;6;;;OUI;OUI;2022-03-11T02:59:00+01:00;;;
;;OUI;;13;3;;;OUI;OUI;2022-03-11T02:58:57+01:00;;;
;;OUI;;47;3;;;OUI;OUI;2022-03-11T02:50:28+01:00;;;
;;OUI;;3;15;;;OUI;OUI;2022-03-11T02:59:01+01:00;;;
;;OUI;;26;9;;;OUI;OUI;2022-03-11T02:56:24+01:00;;;
;;OUI;;9;8;;;OUI;OUI;2022-03-11T02:58:33+01:00;;;
;;OUI;;8;10;;;OUI;OUI;2022-03-11T02:53:43+01:00;;;
;;OUI;;21;1;;;OUI;OUI;2022-03-11T02:51:33+01:00;;;
;;OUI;;14;21;;;OUI;OUI;2022-03-11T02:59:33+01:00;;;
;;OUI;;2;27;;;OUI;OUI;2022-03-11T02:59:50+01:00;;;
;;OUI;;21;9;;;OUI;OUI;2022-03-11T02:59:06+01:00;;;
;;OUI;;21;1;;;OUI;OUI;2022-03-11T02:59:54+01:00;;;
;;OUI;;22;5;;;OUI;OUI;2022-03-11T02:55:00+01:00;;;
;;OUI;;48;2;;;OUI;OUI;2022-03-11T02:56:05+01:00;;;
;;OUI;;21;7;;;OUI;OUI;2022-03-11T02:59:32+01:00;;;
;;OUI;;7;18;;;OUI;OUI;2022-03-11T02:59:20+01:00;;;
;;OUI;;3;16;;;OUI;OUI;2022-03-11T02:58:23+01:00;;;
;;OUI;;56;2;;;OUI;OUI;2022-03-11T02:58:05+01:00;;;
;;OUI;;18;15;;;OUI;OUI;2022-03-11T02:58:59+01:00;;;
;;OUI;;6;33;;;OUI;OUI;2022-03-11T02:59:12+01:00;;;
;;OUI;;12;12;;;OUI;OUI;2022-03-11T02:57:39+01:00;;;
;;OUI;;47;17;;;OUI;OUI;2022-03-11T02:57:05+01:00;;;
;;OUI;;25;12;;;OUI;OUI;2022-03-11T02:50:11+01:00;;;
;;OUI;;16;4;;;OUI;OUI;2022-03-11T02:52:45+01:00;;;
;;OUI;;53;12;;;OUI;OUI;2022-03-11T02:57:07+01:00;;;
;;OUI;;15;5;;;OUI;OUI;2022-03-11T02:50:56+01:00;;;
;;OUI;;2;17;;;OUI;OUI;2022-03-11T02:57:36+01:00;;;
;;OUI;;48;14;;;OUI;OUI;2022-03-11T02:58:29+01:00;;;
;;OUI;;0;35;;;OUI;OUI;2022-03-11T02:59:20+01:00;;;
;;OUI;;29;3;;;OUI;OUI;2022-03-11T02:53:17+01:00;;;
;;OUI;;30;3;;;OUI;OUI;2022-03-11T02:54:57+01:00;;;
;;OUI;;14;11;;;OUI;OUI;2022-03-11T02:56:41+01:00;;;
;;OUI;;14;7;;;OUI;OUI;2022-03-11T02:59:44+01:00;;;
;;OUI;;9;6;;;OUI;OUI;2022-03-11T02:59:43+01:00;;;
;;OUI;;0;29;;;OUI;OUI;2022-03-11T02:59:04+01:00;;;
;;OUI;;3;22;;;OUI;OUI;2022-03-11T02:59:19+01:00;;;
;;OUI;;0;24;;;OUI;OUI;2022-03-11T02:58:44+01:00;;;
;;OUI;;12;34;;;OUI;OUI;2022-03-11T02:59:22+01:00;;;
;;OUI;;1;22;;;OUI;OUI;2022-03-11T02:56:18+01:00;;;
;;OUI;;17;15;;;OUI;OUI;2022-03-11T02:59:20+01:00;;;
;;OUI;;3;17;;;OUI;OUI;2022-03-11T02:59:28+01:00;;;
;;OUI;;31;8;;;OUI;OUI;2022-03-11T02:55:28+01:00;;;
;;OUI;;18;8;;;OUI;OUI;2022-03-11T02:52:17+01:00;;;
;;OUI;;24;0;;;OUI;OUI;2022-03-11T02:52:17+01:00;;;
;;OUI;;55;6;;;OUI;OUI;2022-03-11T02:54:45+01:00;;;
;;OUI;;20;1;;;OUI;OUI;2022-03-11T02:52:39+01:00;;;
;;OUI;;15;17;;;OUI;OUI;2022-03-11T02:53:08+01:00;;;
;;OUI;;17;6;;;OUI;OUI;2022-03-11T02:59:24+01:00;;;
;;OUI;;16;4;;;OUI;OUI;2022-03-11T02:52:09+01:00;;;
;;OUI;;20;10;;;OUI;OUI;2022-03-11T02:59:08+01:00;;;
;;OUI;;7;17;;;OUI;OUI;2022-03-11T02:58:58+01:00;;;
;;OUI;;28;2;;;OUI;OUI;2022-03-11T02:58:49+01:00;;;
;;OUI;;21;9;;;OUI;OUI;2022-03-11T02:55:53+01:00;;;
;;OUI;;28;2;;;OUI;OUI;2022-03-11T02:59:54+01:00;;;
;;OUI;;27;16;;;OUI;OUI;2022-03-11T02:59:21+01:00;;;
;;OUI;;30;2;;;OUI;OUI;2022-03-11T02:58:18+01:00;;;
;;OUI;;23;1;;;OUI;OUI;2022-03-11T02:52:52+01:00;;;
;;OUI;;5;25;;;OUI;OUI;2022-03-11T02:57:17+01:00;;;
;;OUI;;10;26;;;OUI;OUI;2022-03-11T02:59:46+01:00;;;
;;OUI;;5;20;;;OUI;OUI;2022-03-11T02:59:45+01:00;;;
;;OUI;;12;12;;;OUI;OUI;2022-03-11T02:59:01+01:00;;;
;;OUI;;5;21;;;OUI;OUI;2022-03-11T02:52:52+01:00;;;
;;OUI;;47;3;;;OUI;OUI;2022-03-11T02:50:29+01:00;;;
;;OUI;;15;7;;;OUI;OUI;2022-03-11T02:54:27+01:00;;;
;;OUI;;32;1;;;OUI;OUI;2022-03-11T02:53:12+01:00;;;
;;OUI;;1;26;;;OUI;OUI;2022-03-11T02:54:29+01:00;;;
;;OUI;;31;19;;;OUI;OUI;2022-03-11T02:58:09+01:00;;;
;;OUI;;0;24;;;OUI;OUI;2022-03-11T02:59:03+01:00;;;
;;OUI;;14;6;;;OUI;OUI;2022-03-11T02:58:57+01:00;;;
;;OUI;;11;26;;;OUI;OUI;2022-03-11T02:58:28+01:00;;;
;;OUI;;2;49;;;OUI;OUI;2022-03-11T02:56:42+01:00;;;
;;OUI;;16;11;;;OUI;OUI;2022-03-11T02:58:41+01:00;;;
;;OUI;;13;16;;;OUI;OUI;2022-03-11T02:55:41+01:00;;;
;;OUI;;16;0;;;NON;NON;2021-02-21T21:15:22+01:00;;;
;;OUI;;23;3;;;OUI;OUI;2022-03-11T02:58:35+01:00;;;
;;OUI;;23;10;;;OUI;OUI;2022-03-11T02:59:22+01:00;;;
;;OUI;;20;14;;;OUI;OUI;2022-03-11T02:59:50+01:00;;;
;;OUI;;52;5;;;OUI;OUI;2022-03-11T02:59:30+01:00;;;
;;OUI;;16;9;;;OUI;OUI;2022-03-11T02:59:48+01:00;;;
;;OUI;;50;3;;;OUI;OUI;2022-03-11T02:53:28+01:00;;;
;;OUI;;28;4;;;OUI;OUI;2022-03-11T02:59:04+01:00;;;
;;OUI;;21;7;;;OUI;OUI;2022-03-11T02:55:09+01:00;;;
;;OUI;;46;5;;;OUI;OUI;2022-03-11T02:50:36+01:00;;;
;;OUI;;15;1;;;OUI;OUI;2022-03-11T02:58:10+01:00;;;
;;OUI;;2;28;;;OUI;OUI;2022-03-11T02:54:30+01:00;;;
;;OUI;;13;9;;;OUI;OUI;2022-03-11T02:57:53+01:00;;;
;;OUI;;23;3;;;OUI;OUI;2022-03-11T02:58:22+01:00;;;
;;OUI;;19;1;;;OUI;OUI;2022-03-11T02:59:58+01:00;;;
;;OUI;;16;11;;;OUI;OUI;2022-03-11T02:58:28+01:00;;;
;;OUI;;14;20;;;OUI;OUI;2022-03-11T02:57:25+01:00;;;
;;OUI;;27;26;;;OUI;OUI;2022-03-11T02:56:20+01:00;;;
;;OUI;;19;6;;;OUI;OUI;2022-03-11T02:57:12+01:00;;;
;;OUI;;19;10;;;OUI;OUI;2022-03-11T02:59:30+01:00;;;
;;OUI;;12;11;;;OUI;OUI;2022-03-11T02:58:58+01:00;;;
;;OUI;;5;14;;;OUI;OUI;2022-03-11T02:56:38+01:00;;;
;;OUI;;29;4;;;OUI;OUI;2022-03-11T02:53:37+01:00;;;
;;OUI;;17;16;;;OUI;OUI;2022-03-11T02:59:28+01:00;;;
;;OUI;;15;13;;;OUI;OUI;2022-03-11T02:58:19+01:00;;;
;;OUI;;26;2;;;OUI;OUI;2022-03-11T02:59:23+01:00;;;
;;OUI;;17;2;;;OUI;OUI;2022-03-11T02:52:52+01:00;;;
;;OUI;;12;10;;;OUI;OUI;2022-03-11T02:58:24+01:00;;;
;;OUI;;13;32;;;OUI;OUI;2022-03-11T02:57:58+01:00;;;
;;OUI;;13;6;;;OUI;OUI;2022-03-11T02:52:07+01:00;;;
;;OUI;;42;15;;;OUI;OUI;2022-03-11T02:56:14+01:00;;;
;;OUI;;35;0;;;NON;NON;2022-03-11T02:59:25+01:00;;;
;;OUI;;16;4;;;OUI;OUI;2022-03-11T02:59:43+01:00;;;
;;OUI;;16;33;;;OUI;OUI;2022-03-11T02:59:22+01:00;;;
;;OUI;;7;17;;;OUI;OUI;2022-03-11T02:59:44+01:00;;;
;;OUI;;5;23;;;OUI;OUI;2022-03-11T02:59:52+01:00;;;
;;OUI;;7;57;;;OUI;OUI;2022-03-11T02:58:39+01:00;;;
;;OUI;;22;5;;;OUI;OUI;2022-03-11T02:55:13+01:00;;;
;;OUI;;36;6;;;OUI;OUI;2022-03-11T02:58:17+01:00;;;
;;OUI;;1;30;;;OUI;OUI;2022-03-11T02:59:35+01:00;;;
;;OUI;;15;1;;;OUI;OUI;2022-03-11T02:52:34+01:00;;;
;;OUI;;3;31;;;OUI;OUI;2022-03-11T02:58:17+01:00;;;
;;OUI;;3;19;;;OUI;OUI;2022-03-11T02:59:08+01:00;;;
;;OUI;;20;6;;;OUI;OUI;2022-03-11T02:59:44+01:00;;;
;;OUI;;0;26;;;OUI;OUI;2022-03-11T02:55:12+01:00;;;
;;OUI;;32;6;;;OUI;OUI;2022-03-11T02:59:38+01:00;;;
;;OUI;;31;9;;;OUI;OUI;2022-03-11T02:52:10+01:00;;;
;;OUI;;34;14;;;OUI;OUI;2022-03-11T02:58:10+01:00;;;
;;OUI;;25;13;;;OUI;OUI;2022-03-11T02:51:03+01:00;;;
;;OUI;;2;24;;;OUI;OUI;2022-03-11T02:57:54+01:00;;;
;;OUI;;13;10;;;OUI;OUI;2022-03-11T02:58:10+01:00;;;
;;OUI;;1;50;;;OUI;OUI;2022-03-11T02:59:42+01:00;;;
;;OUI;;34;1;;;OUI;OUI;2022-03-11T02:54:54+01:00;;;
;;OUI;;24;4;;;OUI;OUI;2022-03-11T02:56:43+01:00;;;
;;OUI;;4;34;;;OUI;OUI;2022-03-11T02:59:35+01:00;;;
;;OUI;;34;6;;;OUI;OUI;2022-03-11T02:55:42+01:00;;;
;;OUI;;2;16;;;OUI;OUI;2022-03-11T02:59:35+01:00;;;
;;OUI;;33;2;;;OUI;OUI;2022-03-11T02:56:41+01:00;;;
;;OUI;;25;33;;;OUI;OUI;2022-03-11T02:59:53+01:00;;;
;;OUI;;7;13;;;OUI;OUI;2022-03-11T02:58:35+01:00;;;
;;OUI;;15;15;;;OUI;OUI;2022-03-11T02:56:41+01:00;;;
;;OUI;;26;29;;;OUI;OUI;2022-03-11T02:59:40+01:00;;;
;;OUI;;42;3;;;OUI;OUI;2022-03-11T02:54:23+01:00;;;
;;OUI;;33;3;;;OUI;OUI;2022-03-11T02:54:40+01:00;;;
;;OUI;;43;7;;;OUI;OUI;2022-03-11T02:59:15+01:00;;;
;;OUI;;19;12;;;OUI;OUI;2022-03-11T02:58:36+01:00;;;
;;OUI;;0;24;;;OUI;OUI;2022-03-11T02:58:51+01:00;;;
;;OUI;;17;35;;;OUI;OUI;2022-03-11T02:58:13+01:00;;;
;;OUI;;13;17;;;OUI;OUI;2022-03-11T02:59:52+01:00;;;
;;OUI;;33;4;;;OUI;OUI;2022-03-11T02:58:14+01:00;;;
;;OUI;;12;16;;;OUI;OUI;2022-03-11T02:59:11+01:00;;;
;;OUI;;1;33;;;OUI;OUI;2022-03-11T02:59:24+01:00;;;
;;OUI;;35;1;;;OUI;OUI;2022-03-11T02:57:04+01:00;;;
;;OUI;;1;21;;;OUI;OUI;2022-03-11T02:58:42+01:00;;;
;;OUI;;16;4;;;OUI;OUI;2022-03-11T02:55:42+01:00;;;
;;OUI;;11;22;;;OUI;OUI;2022-03-11T02:58:54+01:00;;;
;;OUI;;10;11;;;OUI;OUI;2022-03-11T02:59:45+01:00;;;
;;OUI;;31;2;;;OUI;OUI;2022-03-11T02:59:19+01:00;;;
;;OUI;;15;8;;;OUI;OUI;2022-03-11T02:55:08+01:00;;;
;;OUI;;20;2;;;OUI;OUI;2022-03-11T02:49:59+01:00;;;
;;OUI;;41;6;;;OUI;OUI;2022-03-11T02:59:22+01:00;;;
;;OUI;;25;9;;;OUI;OUI;2022-03-11T02:56:06+01:00;;;
;;OUI;;15;4;;;OUI;OUI;2022-03-11T02:59:34+01:00;;;
;;OUI;;14;16;;;OUI;OUI;2022-03-11T02:58:38+01:00;;;
;;OUI;;28;28;;;OUI;OUI;2022-03-11T02:58:32+01:00;;;
;;OUI;;13;6;;;OUI;OUI;2022-03-11T02:54:35+01:00;;;
;;OUI;;11;29;;;OUI;OUI;2022-03-11T02:59:50+01:00;;;
;;OUI;;8;17;;;OUI;OUI;2022-03-11T02:59:35+01:00;;;
;;OUI;;1;29;;;OUI;OUI;2022-03-11T02:58:25+01:00;;;
;;OUI;;3;17;;;OUI;OUI;2022-03-11T02:53:05+01:00;;;
;;OUI;;0;16;;;OUI;OUI;2022-03-11T02:59:30+01:00;;;
;;OUI;;24;18;;;OUI;OUI;2022-03-11T02:58:32+01:00;;;
;;OUI;;27;9;;;OUI;OUI;2022-03-11T02:54:15+01:00;;;
;;OUI;;17;2;;;OUI;OUI;2022-03-11T02:59:38+01:00;;;
;;OUI;;15;18;;;OUI;OUI;2022-03-11T02:57:21+01:00;;;
;;OUI;;3;22;;;OUI;OUI;2022-03-11T02:58:32+01:00;;;
;;OUI;;39;4;;;OUI;OUI;2022-03-11T02:59:08+01:00;;;
;;OUI;;17;9;;;OUI;OUI;2022-03-11T02:53:43+01:00;;;
;;OUI;;2;20;;;OUI;OUI;2022-03-11T02:58:52+01:00;;;
;;OUI;;49;3;;;OUI;OUI;2022-03-11T02:58:35+01:00;;;
;;OUI;;7;59;;;OUI;OUI;2022-03-11T02:59:59+01:00;;;
;;OUI;;10;26;;;OUI;OUI;2022-03-11T02:58:51+01:00;;;
;;OUI;;24;3;;;OUI;OUI;2022-03-11T02:53:11+01:00;;;
;;OUI;;22;11;;;OUI;OUI;2022-03-11T02:55:27+01:00;;;
;;OUI;;32;7;;;OUI;OUI;2022-03-11T02:56:35+01:00;;;
;;OUI;;20;43;;;OUI;OUI;2022-03-11T02:56:31+01:00;;;
;;OUI;;19;6;;;OUI;OUI;2022-03-11T02:56:53+01:00;;;
;;OUI;;11;14;;;OUI;OUI;2022-03-11T02:58:29+01:00;;;
;;OUI;;15;7;;;OUI;OUI;2022-03-11T02:59:31+01:00;;;
;;OUI;;12;14;;;OUI;OUI;2022-03-11T02:56:11+01:00;;;
;;OUI;;16;11;;;OUI;OUI;2022-03-11T02:58:46+01:00;;;
;;OUI;;8;20;;;OUI;OUI;2022-03-11T02:58:51+01:00;;;
;;OUI;;6;12;;;OUI;OUI;2022-03-11T02:59:01+01:00;;;
;;OUI;;7;23;;;OUI;OUI;2022-03-11T02:58:32+01:00;;;
;;OUI;;54;9;;;OUI;OUI;2022-03-11T02:58:37+01:00;;;
;;OUI;;7;21;;;OUI;OUI;2022-03-11T02:58:25+01:00;;;
;;OUI;;13;13;;;OUI;OUI;2022-03-11T02:59:33+01:00;;;
;;OUI;;30;3;;;OUI;OUI;2022-03-11T02:55:50+01:00;;;
;;OUI;;21;12;;;OUI;OUI;2022-03-11T02:58:09+01:00;;;
;;OUI;;33;14;;;OUI;OUI;2022-03-11T02:59:06+01:00;;;
;;OUI;;0;55;;;OUI;OUI;2022-03-11T02:58:56+01:00;;;
;;OUI;;43;16;;;OUI;OUI;2022-03-11T02:58:49+01:00;;;
;;OUI;;15;11;;;OUI;OUI;2022-03-11T02:59:33+01:00;;;
;;OUI;;4;20;;;OUI;OUI;2022-03-11T02:53:51+01:00;;;
;;OUI;;0;14;;;OUI;OUI;2022-03-11T02:59:41+01:00;;;
;;OUI;;2;45;;;OUI;OUI;2022-03-11T02:58:50+01:00;;;
