Chaîne;Candidat;"Détail des temps";"Tranche (6h-9h)(durée)";"Tranche (9h-18h)(durée)";"Tranche (18h-24h)(durée)";"Tranche (0h-6h)(durée)"
RFI;"Total temps de parole";00:01:21;00:00:00;00:18:02;00:00:41;
RFI;"Total temps d'antenne";00:03:31;00:01:53;00:21:07;00:01:53;
France24;Candidat;00:00:56;00:00:58;00:00:27;00:00:00;
France24;Soutiens;00:00:00;00:00:00;00:18:49;00:00:00;
France24;"Total temps de parole";00:00:56;00:00:58;00:19:16;00:00:00;
France24;"Total temps d'antenne";00:01:11;00:02:35;00:24:30;00:02:36;
"RMC Story";Candidat;00:01:56;00:01:25;00:00:00;00:00:00;
"RMC Story";Soutiens;00:00:49;00:04:22;00:00:00;00:00:00;
"RMC Story";"Total temps de parole";00:02:45;00:05:47;00:00:00;00:00:00;
"RMC Story";"Total temps d'antenne";00:07:28;00:09:00;00:00:00;00:00:00;
